ind,SpeciesName,ANIC,Pic_code,Filter,tr,label,area,mean,min,max,camera_cat,location,patch_ID
poro13,Anoplognathus_porosus,AN25009639,4061,LCP,Pronotum,R,1.595,97.17,50,139,J26,RoI,poro13Pron
poro13,Anoplognathus_porosus,AN25009639,4062,RCP,Pronotum,R,1.595,96.992,48,139,J26,RoI,poro13Pron
poro14,Anoplognathus_porosus,AN25009641,4063,VIS,Pronotum,B,1.569,35.186,18,77,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4064,LCP,Pronotum,B,1.569,3.6,0,50,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4065,RCP,Pronotum,B,1.569,18.941,0,66,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4063,VIS,Pronotum,G,1.569,71.91,47,134,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4064,LCP,Pronotum,G,1.569,64.106,40,130,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4065,RCP,Pronotum,G,1.569,50.809,28,103,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4063,VIS,Pronotum,R,1.569,108.452,58,190,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4064,LCP,Pronotum,R,1.569,103.443,53,201,J26,RoI,poro14Pron
poro14,Anoplognathus_porosus,AN25009641,4065,RCP,Pronotum,R,1.569,88.263,41,145,J26,RoI,poro14Pron
poro15,Anoplognathus_porosus,AN25009644,4066,VIS,Pronotum,B,1.659,35.172,22,78,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4067,LCP,Pronotum,B,1.659,2.005,0,61,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4068,RCP,Pronotum,B,1.659,19.118,0,71,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4066,VIS,Pronotum,G,1.659,78.799,55,126,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4067,LCP,Pronotum,G,1.659,77.27,52,126,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4068,RCP,Pronotum,G,1.659,47.054,27,109,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4066,VIS,Pronotum,R,1.659,94.961,54,150,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4067,LCP,Pronotum,R,1.659,80.62,35,141,J26,RoI,poro15Pron
poro15,Anoplognathus_porosus,AN25009644,4068,RCP,Pronotum,R,1.659,80.885,37,147,J26,RoI,poro15Pron
prsi01,Anoplognathus_prasinus,AN25010038,3629,VIS,Pronotum,B,0.852,12.771,0,57,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3631,LCP,Pronotum,B,0.852,2.841,0,45,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3632,RCP,Pronotum,B,0.852,3.442,0,44,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3629,VIS,Pronotum,G,0.852,139.291,105,180,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3631,LCP,Pronotum,G,0.852,133.271,101,176,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3632,RCP,Pronotum,G,0.852,140.574,107,181,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3629,VIS,Pronotum,R,0.852,113.39,72,151,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3631,LCP,Pronotum,R,0.852,110,71,148,J21,RoI,prsi01Pron
prsi01,Anoplognathus_prasinus,AN25010038,3632,RCP,Pronotum,R,0.852,117.156,80,153,J21,RoI,prsi01Pron
prsi02,Anoplognathus_prasinus,AN25010037,3737,VIS,Pronotum,B,1.487,21.107,0,122,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3738,LCP,Pronotum,B,1.487,10.454,0,113,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3739,RCP,Pronotum,B,1.487,11.007,0,114,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3737,VIS,Pronotum,G,1.487,132.09,69,207,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3738,LCP,Pronotum,G,1.487,122.794,60,200,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3739,RCP,Pronotum,G,1.487,121.349,60,200,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3737,VIS,Pronotum,R,1.487,101.876,49,176,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3738,LCP,Pronotum,R,1.487,95.316,43,171,J21,RoI,prsi02Pron
prsi02,Anoplognathus_prasinus,AN25010037,3739,RCP,Pronotum,R,1.487,94.127,44,171,J21,RoI,prsi02Pron
prsi03,Anoplognathus_prasinus,AN25010039,3740,VIS,Pronotum,B,0.909,16.11,0,98,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3741,LCP,Pronotum,B,0.909,1.2,0,83,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3742,RCP,Pronotum,B,0.909,1.07,0,73,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3740,VIS,Pronotum,G,0.909,107.241,70,159,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3741,LCP,Pronotum,G,0.909,93.771,57,149,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3742,RCP,Pronotum,G,0.909,89.596,51,137,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3740,VIS,Pronotum,R,0.909,90.124,59,142,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3741,LCP,Pronotum,R,0.909,79.032,48,130,J21,RoI,prsi03Pron
prsi03,Anoplognathus_prasinus,AN25010039,3742,RCP,Pronotum,R,0.909,75.706,47,123,J21,RoI,prsi03Pron
punc01,Anoplognathus_punctulatus,AN25010186,3743,VIS,Pronotum,B,1.929,24.463,0,125,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3744,LCP,Pronotum,B,1.929,2.394,0,87,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3745,RCP,Pronotum,B,1.929,22.859,13,105,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3743,VIS,Pronotum,G,1.929,55.99,31,214,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3744,LCP,Pronotum,G,1.929,73.191,31,229,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3745,RCP,Pronotum,G,1.929,25.837,15,116,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3743,VIS,Pronotum,R,1.929,44.452,25,147,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3744,LCP,Pronotum,R,1.929,43.258,0,132,J21,RoI,punc01Pron
punc01,Anoplognathus_punctulatus,AN25010186,3745,RCP,Pronotum,R,1.929,38.318,22,110,J21,RoI,punc01Pron
punc02,Anoplognathus_punctulatus,AN25010200,3635,VIS,Pronotum,B,0.653,41.012,21,77,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3636,LCP,Pronotum,B,0.653,2.811,0,59,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3637,RCP,Pronotum,B,0.653,35.745,25,59,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3635,VIS,Pronotum,G,0.653,99.543,74,136,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3636,LCP,Pronotum,G,0.653,122.604,90,196,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3637,RCP,Pronotum,G,0.653,39.557,27,62,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3635,VIS,Pronotum,R,0.653,67.386,45,111,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3636,LCP,Pronotum,R,0.653,63.087,35,138,J21,RoI,punc02Pron
punc02,Anoplognathus_punctulatus,AN25010200,3637,RCP,Pronotum,R,0.653,45.148,29,72,J21,RoI,punc02Pron
pvul01,Anoplognathus_parvulus,AN25008611,3656,VIS,Pronotum,B,0.558,49.762,0,126,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3657,LCP,Pronotum,B,0.558,32.087,0,124,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3658,RCP,Pronotum,B,0.558,41.242,24,99,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3656,VIS,Pronotum,G,0.558,142.505,66,224,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3657,LCP,Pronotum,G,0.558,178.368,112,239,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3658,RCP,Pronotum,G,0.558,63.935,41,146,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3656,VIS,Pronotum,R,0.558,121.838,66,207,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3657,LCP,Pronotum,R,0.558,140.65,89,212,J21,RoI,pvul01Pron
pvul01,Anoplognathus_parvulus,AN25008611,3658,RCP,Pronotum,R,0.558,90.267,59,149,J21,RoI,pvul01Pron
pvul02,Anoplognathus_parvulus,AN25008607,3731,VIS,Pronotum,B,0.435,53.539,14,183,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3732,LCP,Pronotum,B,0.435,42.161,0,107,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3733,RCP,Pronotum,B,0.435,33.758,20,118,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3731,VIS,Pronotum,G,0.435,107.081,62,215,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3732,LCP,Pronotum,G,0.435,130.037,60,207,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3733,RCP,Pronotum,G,0.435,52.988,35,138,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3731,VIS,Pronotum,R,0.435,92.989,61,194,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3732,LCP,Pronotum,R,0.435,100.931,59,180,J21,RoI,pvul02Pron
pvul02,Anoplognathus_parvulus,AN25008607,3733,RCP,Pronotum,R,0.435,69.773,51,129,J21,RoI,pvul02Pron
pvul03,Anoplognathus_parvulus,AN25008742,3626,VIS,Pronotum,B,0.565,38.731,0,86,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3627,LCP,Pronotum,B,0.565,20.616,0,68,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3628,RCP,Pronotum,B,0.565,28.825,18,90,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3626,VIS,Pronotum,G,0.565,102.997,64,160,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3627,LCP,Pronotum,G,0.565,121.907,63,207,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3628,RCP,Pronotum,G,0.565,50.82,27,131,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3626,VIS,Pronotum,R,0.565,76.368,50,152,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3627,LCP,Pronotum,R,0.565,84.103,44,178,J21,RoI,pvul03Pron
pvul03,Anoplognathus_parvulus,AN25008742,3628,RCP,Pronotum,R,0.565,49.217,29,137,J21,RoI,pvul03Pron
pvul04,Anoplognathus_parvulus,AN25008709,3734,VIS,Pronotum,B,0.755,45.521,24,77,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3735,LCP,Pronotum,B,0.755,34.614,0,80,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3736,RCP,Pronotum,B,0.755,24.042,14,50,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3734,VIS,Pronotum,G,0.755,86.642,43,145,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3735,LCP,Pronotum,G,0.755,98.503,46,173,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3736,RCP,Pronotum,G,0.755,35.765,22,65,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3734,VIS,Pronotum,R,0.755,72.819,46,121,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3735,LCP,Pronotum,R,0.755,71.277,45,128,J21,RoI,pvul04Pron
pvul04,Anoplognathus_parvulus,AN25008709,3736,RCP,Pronotum,R,0.755,44.726,24,81,J21,RoI,pvul04Pron
rayn01,Calloodes_rayneri,NA,3977,VIS,Pronotum,B,0.843,9.856,0,66,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3978,LCP,Pronotum,B,0.843,0.488,0,52,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3979,RCP,Pronotum,B,0.843,18.758,11,51,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3977,VIS,Pronotum,G,0.843,63.791,34,100,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3978,LCP,Pronotum,G,0.843,83.069,38,138,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3979,RCP,Pronotum,G,0.843,24.142,18,68,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3977,VIS,Pronotum,R,0.843,31.92,13,69,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3978,LCP,Pronotum,R,0.843,32.245,3,83,J25,RoI,rayn01Pron
rayn01,Calloodes_rayneri,NA,3979,RCP,Pronotum,R,0.843,19.15,10,52,J25,RoI,rayn01Pron
rayn02,Calloodes_rayneri,NA,3994,VIS,Pronotum,B,1.209,24.577,0,85,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3995,LCP,Pronotum,B,1.209,0.128,0,40,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3997,RCP,Pronotum,B,1.209,19.923,10,34,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3994,VIS,Pronotum,G,1.209,92.427,61,136,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3995,LCP,Pronotum,G,1.209,111.316,63,169,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3997,RCP,Pronotum,G,1.209,26.739,16,44,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3994,VIS,Pronotum,R,1.209,49.156,30,94,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3995,LCP,Pronotum,R,1.209,40.094,12,81,J25,RoI,rayn02Pron
rayn02,Calloodes_rayneri,NA,3997,RCP,Pronotum,R,1.209,22.041,11,37,J25,RoI,rayn02Pron
rayn03,Calloodes_rayneri,NA,4002,VIS,Pronotum,B,0.979,25.154,0,63,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4004,LCP,Pronotum,B,0.979,2.219,0,37,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4005,RCP,Pronotum,B,0.979,18.961,12,41,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4002,VIS,Pronotum,G,0.979,64.309,44,134,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4004,LCP,Pronotum,G,0.979,73.797,39,143,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4005,RCP,Pronotum,G,0.979,23.429,17,68,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4002,VIS,Pronotum,R,0.979,35.054,22,85,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4004,LCP,Pronotum,R,0.979,24.469,0,65,J25,RoI,rayn03Pron
rayn03,Calloodes_rayneri,NA,4005,RCP,Pronotum,R,0.979,19.621,12,62,J25,RoI,rayn03Pron
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Elytra,B,3.342,36.446,22,155,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Elytra,G,3.342,32.435,21,159,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Elytra,R,3.342,23.299,15,138,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Grey,B,32.762,190.179,169,211,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Grey,G,32.762,189.352,168,209,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Grey,R,32.762,165.175,142,187,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Pronotum,B,1.397,48.685,32,186,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Pronotum,G,1.397,44.14,30,183,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4139,VIS,Pronotum,R,1.397,38.138,22,146,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Elytra,B,3.342,26.464,13,102,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Elytra,G,3.342,23.093,10,108,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Elytra,R,3.342,17.247,5,86,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Grey,B,32.762,168.236,146,190,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Grey,G,32.762,179.166,157,200,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Grey,R,32.762,155.128,133,179,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Pronotum,B,1.397,36.813,22,158,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Pronotum,G,1.397,31.458,20,157,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4140,LCP,Pronotum,R,1.397,27,14,120,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Elytra,B,3.342,21.121,6,102,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Elytra,G,3.342,22.064,8,111,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Elytra,R,3.342,17.945,3,96,J26,RoI,reps02Elyt
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Grey,B,32.762,169.814,148,191,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Grey,G,32.762,181.461,161,202,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Grey,R,32.762,158.461,138,179,J26,grey,reps02Grey
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Pronotum,B,1.397,25.471,16,139,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Pronotum,G,1.397,27.096,18,143,J26,RoI,reps02Pron
reps02,Repsimus_manicatus_manicatus,NA,4141,RCP,Pronotum,R,1.397,25.991,13,114,J26,RoI,reps02Pron
repa01,Repsimus_aeneus,NA,4142,VIS,Elytra,B,2.301,34.806,22,119,J26,RoI,repa01Elyt
repa01,Repsimus_aeneus,NA,4142,VIS,Elytra,G,2.301,37.16,23,129,J26,RoI,repa01Elyt
repa01,Repsimus_aeneus,NA,4142,VIS,Elytra,R,2.301,24.455,15,104,J26,RoI,repa01Elyt
repa01,Repsimus_aeneus,NA,4142,VIS,Grey,B,39.013,192.286,150,223,J26,grey,repa01Grey
repa01,Repsimus_aeneus,NA,4142,VIS,Grey,G,39.013,191.34,145,222,J26,grey,repa01Grey
repa01,Repsimus_aeneus,NA,4142,VIS,Grey,R,39.013,167.261,120,203,J26,grey,repa01Grey
repa01,Repsimus_aeneus,NA,4142,VIS,Pronotum,B,0.898,41.077,29,111,J26,RoI,repa01Pron
repa01,Repsimus_aeneus,NA,4142,VIS,Pronotum,G,0.898,53.535,38,132,J26,RoI,repa01Pron
repa01,Repsimus_aeneus,NA,4142,VIS,Pronotum,R,0.898,32.674,22,103,J26,RoI,repa01Pron
repa01,Repsimus_aeneus,NA,4143,LCP,Elytra,B,2.301,23.994,15,82,J26,RoI,repa01Elyt
repa01,Repsimus_aeneus,NA,4143,LCP,Elytra,G,2.301,31.999,20,100,J26,RoI,repa01Elyt
repa01,Repsimus_aeneus,NA,4143,LCP,Elytra,R,2.301,20.193,10,83,J26,RoI,repa01Elyt
repa01,Repsimus_aeneus,NA,4143,LCP,Grey,B,39.013,170.627,120,211,J26,grey,repa01Grey
repa01,Repsimus_aeneus,NA,4143,LCP,Grey,G,39.013,181.64,132,221,J26,grey,repa01Grey
repa01,Repsimus_aeneus,NA,4143,LCP,Grey,R,39.013,157.85,114,201,J26,grey,repa01Grey
repa01,Repsimus_aeneus,NA,4143,LCP,Pronotum,B,0.898,22.59,8,82,J26,RoI,repa01Pron
repa01,Repsimus_aeneus,NA,4143,LCP,Pronotum,G,0.898,47.64,27,99,J26,RoI,repa01Pron
repa01,Repsimus_aeneus,NA,4143,LCP,Pronotum,R,0.898,22.055,12,73,J26,RoI,repa01Pron
rina02,Anoplognathus_rhinastus,AN25010273,4295,VIS,Pronotum,B,1.91,49.232,35,92,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4296,LCP,Pronotum,B,1.91,8.335,0,62,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4297,RCP,Pronotum,B,1.91,28.929,13,64,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4295,VIS,Pronotum,G,1.91,92.502,63,159,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4296,LCP,Pronotum,G,1.91,99.44,62,179,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4297,RCP,Pronotum,G,1.91,42.658,26,84,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4295,VIS,Pronotum,R,1.91,95.844,61,164,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4296,LCP,Pronotum,R,1.91,85.534,49,159,F01,RoI,rina02Pron
rina02,Anoplognathus_rhinastus,AN25010273,4297,RCP,Pronotum,R,1.91,74.449,42,129,F01,RoI,rina02Pron
rina03,Anoplognathus_rhinastus,AN25010275,4298,VIS,Pronotum,B,1.74,65.961,44,110,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4299,LCP,Pronotum,B,1.74,62.7,32,115,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4300,RCP,Pronotum,B,1.74,28.411,14,73,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4298,VIS,Pronotum,G,1.74,76.798,48,132,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4299,LCP,Pronotum,G,1.74,72.441,36,149,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4300,RCP,Pronotum,G,1.74,49.5,30,91,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4298,VIS,Pronotum,R,1.74,103.938,72,144,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4299,LCP,Pronotum,R,1.74,94.115,60,134,F01,RoI,rina03Pron
rina03,Anoplognathus_rhinastus,AN25010275,4300,RCP,Pronotum,R,1.74,97.108,66,140,F01,RoI,rina03Pron
rina04,Anoplognathus_rhinastus,AN25010276,4302,VIS,Pronotum,B,1.67,62.783,33,101,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4303,LCP,Pronotum,B,1.67,55.624,19,106,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4304,RCP,Pronotum,B,1.67,27.539,14,54,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4302,VIS,Pronotum,G,1.67,56.633,35,91,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4303,LCP,Pronotum,G,1.67,42.704,20,85,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4304,RCP,Pronotum,G,1.67,34.511,19,63,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4302,VIS,Pronotum,R,1.67,62.568,36,99,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4303,LCP,Pronotum,R,1.67,49.961,23,84,F01,RoI,rina04Pron
rina04,Anoplognathus_rhinastus,AN25010276,4304,RCP,Pronotum,R,1.67,49.316,23,80,F01,RoI,rina04Pron
roci03,Anoplognathus_rothschildi,AN25010521,4315,VIS,Pronotum,B,0.752,41.953,26,91,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4316,LCP,Pronotum,B,0.752,0.33,0,58,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4317,RCP,Pronotum,B,0.752,18.811,0,69,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4315,VIS,Pronotum,G,0.752,84.917,54,141,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4316,LCP,Pronotum,G,0.752,72.297,36,124,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4317,RCP,Pronotum,G,0.752,59.356,31,115,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4315,VIS,Pronotum,R,0.752,125.231,70,173,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4316,LCP,Pronotum,R,0.752,110.717,56,162,F01,RoI,roci03Pron
roci03,Anoplognathus_rothschildi,AN25010521,4317,RCP,Pronotum,R,0.752,109.746,55,160,F01,RoI,roci03Pron
roci04,Anoplognathus_rothschildi,AN25010613,4318,VIS,Pronotum,B,0.668,52.784,31,159,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4319,LCP,Pronotum,B,0.668,19.44,0,127,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4320,RCP,Pronotum,B,0.668,27.648,0,128,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4318,VIS,Pronotum,G,0.668,104.729,54,192,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4319,LCP,Pronotum,G,0.668,88.79,40,171,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4320,RCP,Pronotum,G,0.668,81.532,40,164,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4318,VIS,Pronotum,R,0.668,136.023,70,195,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4319,LCP,Pronotum,R,0.668,117.598,54,170,F01,RoI,roci04Pron
roci04,Anoplognathus_rothschildi,AN25010613,4320,RCP,Pronotum,R,0.668,120.815,58,174,F01,RoI,roci04Pron
