ind,SpeciesName,ANIC,Pic_code,Filter,tr,label,area,mean,min,max,camera_cat,location,patch_ID
rubi05,Anoplognathus_suturalis,AN25010951,4328,LCP,Elytra,B,3.96,13.16,0,89,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4329,RCP,Elytra,B,3.96,8.39,0,85,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4327,VIS,Elytra,G,3.96,59.824,34,179,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4328,LCP,Elytra,G,3.96,56.909,30,146,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4329,RCP,Elytra,G,3.96,46.745,24,112,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4327,VIS,Elytra,R,3.96,81.105,47,180,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4328,LCP,Elytra,R,3.96,73.698,42,141,F01,RoI,rubi05Elyt
rubi05,Anoplognathus_suturalis,AN25010951,4329,RCP,Elytra,R,3.96,73.93,42,144,F01,RoI,rubi05Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4330,VIS,Elytra,B,3.865,29.55,0,195,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4331,LCP,Elytra,B,3.865,6.348,0,108,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4332,RCP,Elytra,B,3.865,6.303,0,127,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4330,VIS,Elytra,G,3.865,73.614,35,222,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4331,LCP,Elytra,G,3.865,67.828,29,214,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4332,RCP,Elytra,G,3.865,58.899,26,168,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4330,VIS,Elytra,R,3.865,102.268,41,236,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4331,LCP,Elytra,R,3.865,92.91,38,176,F01,RoI,rubi06Elyt
rubi06,Anoplognathus_suturalis,AN25010953,4332,RCP,Elytra,R,3.865,96.68,43,178,F01,RoI,rubi06Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3704,VIS,Elytra,B,2.256,28.96,12,160,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3705,LCP,Elytra,B,2.256,17.087,0,82,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3706,RCP,Elytra,B,2.256,17.634,7,96,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3704,VIS,Elytra,G,2.256,36.796,24,174,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3705,LCP,Elytra,G,2.256,25.624,9,101,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3706,RCP,Elytra,G,2.256,26.268,16,118,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3704,VIS,Elytra,R,2.256,64.119,38,175,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3705,LCP,Elytra,R,2.256,54.12,27,115,J21,RoI,rugo01Elyt
rugo01,Anoplognathus_rugosus,AN25010744,3706,RCP,Elytra,R,2.256,55.857,31,138,J21,RoI,rugo01Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3707,VIS,Elytra,B,1.889,24.041,14,108,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3708,LCP,Elytra,B,1.889,17.917,6,93,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3709,RCP,Elytra,B,1.889,18.26,6,108,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3707,VIS,Elytra,G,1.889,27.97,15,122,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3708,LCP,Elytra,G,1.889,24.1,10,113,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3709,RCP,Elytra,G,1.889,24.642,10,131,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3707,VIS,Elytra,R,1.889,47.036,22,123,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3708,LCP,Elytra,R,1.889,42.567,20,116,J21,RoI,rugo02Elyt
rugo02,Anoplognathus_rugosus,AN25010749,3709,RCP,Elytra,R,1.889,42.176,20,132,J21,RoI,rugo02Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3710,VIS,Elytra,B,1.93,29.295,18,164,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3711,LCP,Elytra,B,1.93,16.999,6,91,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3712,RCP,Elytra,B,1.93,17.757,8,94,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3710,VIS,Elytra,G,1.93,37.153,24,165,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3711,LCP,Elytra,G,1.93,25.865,13,102,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3712,RCP,Elytra,G,1.93,26.442,15,107,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3710,VIS,Elytra,R,1.93,56.426,29,152,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3711,LCP,Elytra,R,1.93,45.359,21,108,J21,RoI,rugo03Elyt
rugo03,Anoplognathus_rugosus,AN25010747,3712,RCP,Elytra,R,1.93,46.372,21,109,J21,RoI,rugo03Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3605,VIS,Elytra,B,2.888,39.804,0,171,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3606,LCP,Elytra,B,2.888,1.673,0,111,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3607,RCP,Elytra,B,2.888,46.724,19,125,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3605,VIS,Elytra,G,2.888,129.837,68,220,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3606,LCP,Elytra,G,2.888,161.087,73,221,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3607,RCP,Elytra,G,2.888,52.521,24,154,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3605,VIS,Elytra,R,2.888,82.508,33,171,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3606,LCP,Elytra,R,2.888,65.745,0,139,J21,RoI,smgg01Elyt
smgg01,Anoplognathus_smaragdinus,AN25010794,3607,RCP,Elytra,R,2.888,72.41,34,142,J21,RoI,smgg01Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3684,VIS,Elytra,B,1.282,47.114,24,125,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3685,LCP,Elytra,B,1.282,1.544,0,81,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3686,RCP,Elytra,B,1.282,34.68,13,99,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3684,VIS,Elytra,G,1.282,101.354,48,172,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3685,LCP,Elytra,G,1.282,126.479,44,179,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3686,RCP,Elytra,G,1.282,38.676,17,107,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3684,VIS,Elytra,R,1.282,69.558,34,131,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3685,LCP,Elytra,R,1.282,60.848,13,125,J21,RoI,smgg02Elyt
smgg02,Anoplognathus_smaragdinus,AN25010857,3686,RCP,Elytra,R,1.282,53.395,24,113,J21,RoI,smgg02Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3692,VIS,Elytra,B,1.677,42.307,21,123,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3693,LCP,Elytra,B,1.677,43.29,16,101,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3694,RCP,Elytra,B,1.677,17.648,7,75,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3692,VIS,Elytra,G,1.677,28.138,14,102,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3693,LCP,Elytra,G,1.677,22.693,6,88,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3694,RCP,Elytra,G,1.677,22.342,9,81,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3692,VIS,Elytra,R,1.677,54.743,30,126,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3693,LCP,Elytra,R,1.677,45.663,24,101,J21,RoI,smgp01Elyt
smgp01,Anoplognathus_smaragdinus,AN25010755,3694,RCP,Elytra,R,1.677,47.573,26,96,J21,RoI,smgp01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3689,VIS,Elytra,B,1.518,33.312,14,107,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3690,LCP,Elytra,B,1.518,22.51,0,77,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3691,RCP,Elytra,B,1.518,27.232,11,79,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3689,VIS,Elytra,G,1.518,42.274,21,118,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3690,LCP,Elytra,G,1.518,44.292,13,100,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3691,RCP,Elytra,G,1.518,28.625,12,85,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3689,VIS,Elytra,R,1.518,76.282,36,150,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3690,LCP,Elytra,R,1.518,101.283,45,162,J21,RoI,smgr01Elyt
smgr01,Anoplognathus_smaragdinus,AN25010756,3691,RCP,Elytra,R,1.518,35.316,16,89,J21,RoI,smgr01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4875,VIS,Elytra,B,3.314,22.775,0,164,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4876,LCP,Elytra,B,3.314,11.245,0,85,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4877,RCP,Elytra,B,3.314,15.623,0,97,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4875,VIS,Elytra,G,3.314,38.198,11,184,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4876,LCP,Elytra,G,3.314,32.119,0,142,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4877,RCP,Elytra,G,3.314,23.277,0,109,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4875,VIS,Elytra,R,3.314,60.228,23,173,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4876,LCP,Elytra,R,3.314,50.897,21,139,F04,RoI,sqzb01Elyt
sqzb01,Schizognathus_burmeisteri,NA,4877,RCP,Elytra,R,3.314,48.082,20,121,F04,RoI,sqzb01Elyt
sqzb02,Schizognathus_burmeisteri,NA,4879,VIS,Elytra,B,2.324,22.351,6,135,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4881,LCP,Elytra,B,2.324,15.933,0,77,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4882,RCP,Elytra,B,2.324,15.53,0,86,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4879,VIS,Elytra,G,2.324,33.209,18,158,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4881,LCP,Elytra,G,2.324,28.3,14,115,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4882,RCP,Elytra,G,2.324,24.139,1,103,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4879,VIS,Elytra,R,2.324,52.842,29,154,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4881,LCP,Elytra,R,2.324,44.517,25,141,F04,RoI,sqzb02Elyt
sqzb02,Schizognathus_burmeisteri,NA,4882,RCP,Elytra,R,2.324,44.567,25,134,F04,RoI,sqzb02Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4342,VIS,Elytra,B,4.2,47.31,14,161,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4343,LCP,Elytra,B,4.2,22.961,0,115,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4344,RCP,Elytra,B,4.2,24.225,0,105,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4342,VIS,Elytra,G,4.2,100.247,54,225,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4343,LCP,Elytra,G,4.2,85.217,57,170,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4344,RCP,Elytra,G,4.2,77.969,46,151,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4342,VIS,Elytra,R,4.2,128.192,82,226,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4343,LCP,Elytra,R,4.2,112.796,73,175,F01,RoI,tars01Elyt
tars01,Anoplognathus_viriditarsis,AN25011524,4344,RCP,Elytra,R,4.2,110.079,68,164,F01,RoI,tars01Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4346,VIS,Elytra,B,4.298,36.335,14,156,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4347,LCP,Elytra,B,4.298,12.383,0,89,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4348,RCP,Elytra,B,4.298,19.591,0,97,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4346,VIS,Elytra,G,4.298,78.371,49,231,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4347,LCP,Elytra,G,4.298,69.666,41,202,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4348,RCP,Elytra,G,4.298,60.289,34,128,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4346,VIS,Elytra,R,4.298,97.683,57,221,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4347,LCP,Elytra,R,4.298,86.043,45,166,F01,RoI,tars02Elyt
tars02,Anoplognathus_viriditarsis,AN25011518,4348,RCP,Elytra,R,4.298,87.673,47,147,F01,RoI,tars02Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4349,VIS,Elytra,B,7.16,34.941,0,156,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4350,LCP,Elytra,B,7.16,25.958,0,105,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4351,RCP,Elytra,B,7.16,2.426,0,105,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4349,VIS,Elytra,G,7.16,82.81,45,183,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4350,LCP,Elytra,G,7.16,70.726,35,143,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4351,RCP,Elytra,G,7.16,67.861,34,149,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4349,VIS,Elytra,R,7.16,118.46,64,187,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4350,LCP,Elytra,R,7.16,104.905,54,160,F01,RoI,tars03Elyt
tars03,Anoplognathus_viriditarsis,AN25011508,4351,RCP,Elytra,R,7.16,106.165,53,166,F01,RoI,tars03Elyt
velu01,Anoplognathus_velutinus,AN25011247,4333,VIS,Elytra,B,6.258,49.581,4,244,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4334,LCP,Elytra,B,6.258,31.079,0,210,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4335,RCP,Elytra,B,6.258,33.567,0,206,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4333,VIS,Elytra,G,6.258,84.282,24,246,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4334,LCP,Elytra,G,6.258,72.068,20,228,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4335,RCP,Elytra,G,6.258,73.923,21,221,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4333,VIS,Elytra,R,6.258,112.535,32,236,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4334,LCP,Elytra,R,6.258,100.447,27,218,F01,RoI,velu01Elyt
velu01,Anoplognathus_velutinus,AN25011247,4335,RCP,Elytra,R,6.258,102.385,24,209,F01,RoI,velu01Elyt
velu02,Anoplognathus_velutinus,AN25011270,4336,VIS,Elytra,B,5.29,29.447,0,188,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4337,LCP,Elytra,B,5.29,16.882,0,170,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4338,RCP,Elytra,B,5.29,16.185,0,168,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4336,VIS,Elytra,G,5.29,58.117,19,204,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4337,LCP,Elytra,G,5.29,51.845,16,195,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4338,RCP,Elytra,G,5.29,51.894,16,193,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4336,VIS,Elytra,R,5.29,87.935,29,193,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4337,LCP,Elytra,R,5.29,81.894,28,189,F01,RoI,velu02Elyt
velu02,Anoplognathus_velutinus,AN25011270,4338,RCP,Elytra,R,5.29,83.189,29,185,F01,RoI,velu02Elyt
velu03,Anoplognathus_velutinus,AN25011243,4339,VIS,Elytra,B,4.444,58.861,13,241,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4340,LCP,Elytra,B,4.444,39.799,0,210,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4341,RCP,Elytra,B,4.444,38.13,0,216,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4339,VIS,Elytra,G,4.444,90.365,33,245,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4340,LCP,Elytra,G,4.444,79.225,23,228,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4341,RCP,Elytra,G,4.444,78.613,23,232,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4339,VIS,Elytra,R,4.444,116.547,45,234,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4340,LCP,Elytra,R,4.444,107.741,36,212,F01,RoI,velu03Elyt
velu03,Anoplognathus_velutinus,AN25011243,4341,RCP,Elytra,R,4.444,108.023,37,219,F01,RoI,velu03Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4418,VIS,Elytra,B,3.912,29.002,3,138,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4419,LCP,Elytra,B,3.912,7.315,0,113,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4420,RCP,Elytra,B,3.912,7.891,0,111,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4418,VIS,Elytra,G,3.912,61.519,27,162,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4419,LCP,Elytra,G,3.912,49.21,18,130,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4420,RCP,Elytra,G,3.912,51.237,20,132,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4418,VIS,Elytra,R,3.912,89.187,35,178,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4419,LCP,Elytra,R,3.912,78.958,25,130,F01,RoI,velu04Elyt
velu04,Anoplognathus_flindersensis,AN25002877,4420,RCP,Elytra,R,3.912,81.999,29,137,F01,RoI,velu04Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4421,VIS,Elytra,B,2.443,41.823,20,169,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4422,LCP,Elytra,B,2.443,16.759,0,133,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4423,RCP,Elytra,B,2.443,15.13,0,137,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4421,VIS,Elytra,G,2.443,87.783,43,197,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4422,LCP,Elytra,G,2.443,70.778,29,169,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4423,RCP,Elytra,G,2.443,70.788,30,178,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4421,VIS,Elytra,R,2.443,115.415,59,208,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4422,LCP,Elytra,R,2.443,100.974,46,170,F01,RoI,velu05Elyt
velu05,Anoplognathus_flindersensis,AN25002879,4423,RCP,Elytra,R,2.443,101.561,47,181,F01,RoI,velu05Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4088,VIS,Elytra,B,4.55,26.416,8,128,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4089,LCP,Elytra,B,4.55,4.002,0,113,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4090,RCP,Elytra,B,4.55,15.319,5,122,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4088,VIS,Elytra,G,4.55,55.445,38,151,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4089,LCP,Elytra,G,4.55,57.263,39,153,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4090,RCP,Elytra,G,4.55,30.455,21,143,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4088,VIS,Elytra,R,4.55,66.876,42,141,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4089,LCP,Elytra,R,4.55,58.844,36,140,J26,RoI,vrdi01Elyt
vrdi01,Anoplognathus_viridaeneus,AN25011322,4090,RCP,Elytra,R,4.55,55.136,34,136,J26,RoI,vrdi01Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4083,VIS,Elytra,B,2.697,41.174,0,155,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4084,LCP,Elytra,B,2.697,1.832,0,87,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4085,RCP,Elytra,B,2.697,35.865,0,99,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4083,VIS,Elytra,G,2.697,114.993,61,249,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4084,LCP,Elytra,G,2.697,127.358,63,239,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4085,RCP,Elytra,G,2.697,86.699,49,152,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4083,VIS,Elytra,R,2.697,140.127,86,246,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4084,LCP,Elytra,R,2.697,138.75,85,211,J26,RoI,vrdi02Elyt
vrdi02,Anoplognathus_viridaeneus,AN25011299,4085,RCP,Elytra,R,2.697,130.929,78,193,J26,RoI,vrdi02Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3601,VIS,Elytra,B,9.305,26.081,0,185,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3602,LCP,Elytra,B,9.305,2.469,0,104,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3603,RCP,Elytra,B,9.305,15.454,0,132,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3601,VIS,Elytra,G,9.305,64.08,41,193,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3602,LCP,Elytra,G,9.305,60.838,36,155,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3603,RCP,Elytra,G,9.305,38.214,20,165,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3601,VIS,Elytra,R,9.305,79.272,37,201,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3602,LCP,Elytra,R,9.305,67.431,29,154,J21,RoI,vrdi03Elyt
vrdi03,Anoplognathus_viridaeneus,AN25011292,3603,RCP,Elytra,R,9.305,65.262,27,167,J21,RoI,vrdi03Elyt
abno01,Anoplognathus_abnormis,AN25000025,4412,VIS,Grey,B,37.654,169.617,144,208,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4413,LCP,Grey,B,37.654,150.796,124,195,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4414,RCP,Grey,B,37.654,155.818,131,194,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4412,VIS,Grey,G,37.654,168.842,142,208,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4413,LCP,Grey,G,37.654,161.929,135,206,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4414,RCP,Grey,G,37.654,167.614,142,208,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4412,VIS,Grey,R,37.654,144.134,119,185,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4413,LCP,Grey,R,37.654,138.901,114,184,F01,grey,abno01Grey
abno01,Anoplognathus_abnormis,AN25000025,4414,RCP,Grey,R,37.654,145.044,120,186,F01,grey,abno01Grey
abno02,Anoplognathus_abnormis,AN25000031,4409,VIS,Grey,B,38.009,170.467,139,208,F01,grey,abno02Grey
abno02,Anoplognathus_abnormis,AN25000031,4410,LCP,Grey,B,38.009,150.653,122,190,F01,grey,abno02Grey
abno02,Anoplognathus_abnormis,AN25000031,4411,RCP,Grey,B,38.009,152.027,122,190,F01,grey,abno02Grey
abno02,Anoplognathus_abnormis,AN25000031,4409,VIS,Grey,G,38.009,169.707,140,209,F01,grey,abno02Grey
