species,reg,lat,lon,avg_temp_over_35,avg_max_temp,avg_min_temp,avg_sol,avg_year_sol,avg_year_vpr,cloud_cover,avg_rr,avg_vpr,avg_temp_over_35_Coll,avg_max_temp_Coll,avg_min_temp_Coll,avg_sol_Coll,avg_rr_Coll,avg_vpr_Coll
narm03,ANIC005479,-31.33333333,138.6,86.9,25.40587916,11.46340971,19.48875764,19.33410984,9.080628993,7.759350313,0.852291242,9.04586295,28.7,25.30041919,11.43933838,19.82556566,0.828131313,8.891009343
narm04,ANIC005462,-32.4177,137.978,44.7,24.36388238,10.39805754,18.47790479,18.63019537,9.732636202,7.984746104,1.166369654,9.602364944,17.5,25.01417889,10.52302053,18.85271994,0.931744868,9.467593475
narm05,ANIC005463,-32.4177,137.978,44.7,24.36388238,10.39805754,18.47790479,18.63019537,9.732636202,7.984746104,1.166369654,9.602364944,17.5,25.01417889,10.52302053,18.85271994,0.931744868,9.467593475
neba01,ANIC005623,-15.95,136.3667,112.6,33.94936662,21.07270492,22.2489456,21.90722748,20.96403255,15.79729146,2.701080477,20.40621535,57.4,34.01471212,21.25423485,22.01531061,3.465984848,21.16902273
neba02,ANIC005624,-15.95,136.3667,112.6,33.94936662,21.07270492,22.2489456,21.90722748,20.96403255,15.79729146,2.701080477,20.40621535,57.4,34.01471212,21.25423485,22.01531061,3.465984848,21.16902273
nebn01,ANIC005538,-15.1,145.25,2.3,29.75007411,22.7173666,21.35853755,20.92733201,25.11729412,19.53066216,5.821245059,25.25519615,0.2,29.59944282,22.68828446,20.85881232,7.659824047,25.28416276
nebn02,ANIC005535,-15.1,145.25,2.3,29.75007411,22.7173666,21.35853755,20.92733201,25.11729412,19.53066216,5.821245059,25.25519615,0.2,29.59944282,22.68828446,20.85881232,7.659824047,25.28416276
nebn03,ANIC005585,-23.55,149.65,84.1,30.01530632,16.66438735,19.66934618,19.90261656,17.23317974,17.2151939,2.302124506,17.44928541,23.1,29.92281036,16.87630987,19.70038123,1.852297165,17.78430637
neus01,ANIC000073,-17.76666667,145.5833333,1.2,26.40970674,17.26857038,18.59987903,18.7587612,20.28439697,27.22240811,5.580205279,20.47761619,0.7,26.29194282,17.20557918,18.52841642,4.423460411,20.20651026
neus02,ANIC000105,-18.98332977,146.1499939,0.4,25.38874267,16.6769978,19.40227639,19.44337917,18.37532633,23.4604777,3.816092375,18.58827331,0.4,25.3322654,16.57233138,19.70274927,3.227419355,18.25567999
oliv01,ANIC005962,-30.38333333,153.0333333,2.6,24.54105992,13.70452165,16.66169688,16.75770533,16.43412108,22.24142095,3.835850957,16.46046585,1.8,24.46757235,13.65262862,16.76336013,3.241961415,16.33294132
oliv02,ANIC005963,-30.38333333,153.0333333,2.6,24.54105992,13.70452165,16.66169688,16.75770533,16.43412108,22.24142095,3.835850957,16.46046585,1.8,24.46757235,13.65262862,16.76336013,3.241961415,16.33294132
opal01,PicXB13659,-31.896008,116.001395,11.1,25.54832111,12.48818182,19.14321114,18.9233829,13.11722255,8.511376703,1.583357771,12.90927463,11.1,25.54832111,12.48818182,19.14321114,1.583357771,12.90927463
opal02,PicXB44124,-31.953461,115.838221,7.1,24.40549853,13.76503666,19.30041056,19.09355463,13.74064582,6.964944864,1.649926686,13.50454191,7.1,24.40549853,13.76503666,19.30041056,1.649926686,13.50454191
opal03,opal03,-31.75,116.09,24.9,25.29272239,12.48244868,18.94745357,18.86704704,12.94627002,9.205731402,2.080498534,12.95911912,24.9,25.29272239,12.48244868,18.94745357,2.080498534,12.95911912
pali01,ANIC008588,-35.3,149.1333333,13.4,20.70575264,7.173302042,16.72053689,16.83269288,10.5651738,14.89002715,1.717045455,10.45579113,5.9,20.72167155,7.132512219,16.49702835,2.038123167,10.34916056
pali02,ANIC008590,-35.26667023,149.1000061,13,20.80041255,7.414150198,16.90591897,16.84208064,10.58788757,14.76908366,1.540266798,10.53748417,5.6,21.1361437,7.738914956,16.60263196,1.319648094,10.75167852
pali03,ANIC008525,-31.51667,146.1,98.4,26.25624012,12.39536726,19.0502141,19.08132695,10.44327263,9.03109513,1.060655468,10.48183622,33.8,26.28018084,12.35660313,19.03859726,1.062218964,10.43593995
pali04,ANIC008529,-34.58333206,142.7666626,51.4,25.1891082,10.41763834,18.40224802,18.01300647,10.61170027,9.240548339,0.614896245,10.2810429,14.3,25.23972141,10.7897434,18.03682551,0.753445748,10.76187867
pali05,ANIC008530,-34.58333206,142.7666626,51.4,25.1891082,10.41763834,18.40224802,18.01300647,10.61170027,9.240548339,0.614896245,10.2810429,14.3,25.23972141,10.7897434,18.03682551,0.753445748,10.76187867
pali06,ANIC008532,-24.86667061,152.3500061,0,27.55187253,17.3699086,19.53802372,19.72881658,18.47387954,15.74095019,3.178952569,18.85175927,0,27.59447727,17.39943182,19.51365909,2.733636364,18.93675455
pali07,ANIC008533,-27.31666667,153,2.6,25.47733202,15.40192194,17.53288538,18.1692658,17.18919361,20.29259118,3.143478261,16.90938452,0.8,25.56222874,15.32699413,17.7064956,3.079032258,16.86470308
pali08,ANIC006061,-35.26667023,149.1000061,13,20.80041255,7.414150198,16.90591897,16.84208064,10.58788757,14.76908366,1.540266798,10.53748417,5.6,21.1361437,7.738914956,16.60263196,1.319648094,10.75167852
pali09,ANIC006062,-35.273,149.098,12.4,20.74683053,7.563987154,16.9270331,16.84849303,10.60777461,14.75823587,1.592094862,10.55753907,6.8,20.54654341,7.76585209,16.43502412,2.029662379,10.633166
pczo01,PicXB44091,-30.360885,152.733813,0.3,22.03791422,10.04312317,16.39885264,16.463139,14.28608984,24.51989079,3.951869501,14.34644548,0.2,21.90188416,10.0191349,15.84121701,4.338269795,14.33537059
pczo02,PicXB44094,-30.47841,152.660613,3.7,24.72652859,11.7128739,16.25118035,16.37946802,15.31183778,25.24120191,3.477639296,15.37650275,1.3,24.54455279,11.72054252,15.73333578,3.764296188,15.32366507
pczo03,PicXB44097,-30.47841,152.660613,3.7,24.72652859,11.7128739,16.25118035,16.37946802,15.31183778,25.24120191,3.477639296,15.37650275,1.3,24.54455279,11.72054252,15.73333578,3.764296188,15.32366507
pczo05,pczo05,-29.28,152.21,4.5,23.90547654,9.891697214,16.93417522,17.07124813,13.87467205,23.88084648,2.438269795,13.97890694,0.9,23.69730938,10.0495088,16.43980938,2.711143695,14.04649118
pczp01,PicXB64860,-33.28,150.13,5.3,19.18701087,7.412613636,16.19434042,16.34125,11.35503771,21.16868893,2.237425889,11.38645821,1.8,19.0035044,7.016825513,16.25057185,2.173826979,11.07248897
pczp02,PicXB64864,-33.3,150.23,3.9,18.74298748,7.429275362,15.83724967,16.15335241,11.2083764,22.00469376,2.410424901,11.15077061,1.3,18.94833333,7.254951768,16.56002144,1.853858521,11.06114952
pczp03,PicXB64868,-34.4,150.04,7.6,19.92468379,7.757401186,15.94840909,16.14492658,11.50523892,19.73612796,1.944812253,11.44121019,2.9,19.88994135,7.612419355,15.92998534,1.78973607,11.29718456
pczp04,PicXB64871,-34.4,150.04,7.6,19.92468379,7.757401186,15.94840909,16.14492658,11.50523892,19.73612796,1.944812253,11.44121019,2.9,19.88994135,7.612419355,15.92998534,1.78973607,11.29718456
pczp05,pczp05,-33.837,150.413,8.4,20.69298666,8.938604249,15.4153582,15.57337295,12.16499315,22.43130549,2.857979249,12.18396266,2.4,20.86172287,9.171664223,15.13984604,2.529912023,12.40706965
pczp06,pczp06,-33.421,150.309,4.8,19.32276433,8.227539526,15.69272233,15.85018355,11.3589443,23.33340564,2.845331028,11.39216407,1.4,19.18912757,7.868768328,15.71699413,2.550513196,11.0881511
pczv01,PicXB64850,-30.4385,153.0441,1.1,25.01922287,14.11817082,16.88957845,17.0177943,16.85283134,20.96334827,3.965762463,16.9371138,1,24.88043255,14.18630499,16.43120235,4.283577713,16.88231801
pczv02,PicXB64853,-30.23,153.02,0.7,24.09956378,12.90664956,16.8332368,16.89533101,16.19350305,22.21862199,4.072397361,16.29486325,0,24.19568915,12.78109971,17.31066716,3.81297654,16.31026356
pczv03,PicXB64857,-30.279,152.9907,0.6,23.6373607,12.21719208,16.38866935,16.52252613,15.36803277,24.38082838,4.178262463,15.45121825,0.6,23.54005865,12.28174487,15.80646628,4.502859238,15.447775
pczv04,pczv04,-31.743,152.563,2.4,23.01774927,12.36527493,16.17721041,16.26328211,15.6997762,23.24677678,3.206708211,15.69650514,1,22.82779326,12.36797654,16.06680352,3.469134897,15.55309375
pczv05,pczv05,-30.23,153.02,0.7,24.09956378,12.90664956,16.8332368,16.89533101,16.19350305,22.21862199,4.072397361,16.29486325,0.6,24.35087121,13.19165909,16.62736364,4.573257576,16.4770553
pind01,ANIC008997,-30.51667023,151.6667023,1.3,20.72497434,7.640674487,18.00052786,17.96731458,11.49413863,18.71734634,1.760153959,11.5286239,1.2,20.94796921,7.781048387,18.31721408,1.393695015,11.54729399
pind02,ANIC008999,-30.51667023,151.6667023,1.3,20.72497434,7.640674487,18.00052786,17.96731458,11.49413863,18.71734634,1.760153959,11.5286239,1.2,20.94796921,7.781048387,18.31721408,1.393695015,11.54729399
pind03,ANIC009000,-30.51667,151.6667,1.3,20.72497434,7.640674487,18.00052786,17.96731458,11.49413863,18.71734668,1.760153959,11.5286239,1.2,20.94796921,7.781048387,18.31721408,1.393695015,11.54729399
pind04,ANIC008950,-35.26667023,149.1000061,9.3,20.88425953,7.351854839,16.91674487,16.84208064,10.58788757,14.76908366,1.416019062,10.4710547,3.7,20.63237537,6.964794721,17.23085777,1.512390029,10.18960551
pind05,ANIC008943,-35.38334,149.0833,7.5,20.48729839,7.040766129,16.85731672,16.77332193,10.55677782,14.97744286,1.55058651,10.44691758,3,20.23557918,6.612624633,17.21054985,1.6021261,10.17342463
pind06,ANIC009007,-35.3,149.1333333,10.4,20.74210166,7.088179374,16.6654912,16.83269288,10.5651738,14.89002715,1.780083089,10.39384973,5.9,20.72167155,7.132512219,16.49702835,2.038123167,10.34916056
pind07,ANIC008968,-30.51667023,151.6667023,1.3,20.72497434,7.640674487,18.00052786,17.96731458,11.49413863,18.71734634,1.760153959,11.5286239,1.2,20.94796921,7.781048387,18.31721408,1.393695015,11.54729399
pind08,ANIC008967,-29.81666946,151.7333069,1.1,20.34597507,7.609332845,17.87954545,17.99882155,11.30679926,19.89036608,2.368035191,11.38924394,1.1,20.58508065,7.67494868,18.31384897,2.173753666,11.35130718
pine01,PicXB54424,-11.39,142.27,2,30.94305718,23.44234604,19.79672287,20.0300112,26.6216624,25.50122142,4.96356305,26.72019779,0.5,30.90409091,23.12654692,19.96054985,5.256231672,26.56666239
poro01,ANIC009078,-35.26667023,149.1000061,16.5,20.79949899,7.42933283,16.773429,16.84208064,10.58788757,14.76908366,1.579909366,10.51456187,3.7,20.63237537,6.964794721,17.23085777,1.512390029,10.18960551
poro02,ANIC009079,-35.26667023,149.1000061,16.5,20.79949899,7.42933283,16.773429,16.84208064,10.58788757,14.76908366,1.579909366,10.51456187,5.6,21.1361437,7.738914956,16.60263196,1.319648094,10.75167852
poro03,ANIC009346,-29.11667,152.1667,4.6,22.47053122,9.303126888,17.33668933,17.45440144,12.87249315,22.61359876,2.536807654,12.95429322,0.6,22.3707478,9.504017595,16.90217742,2.668475073,13.06668125
poro04,ANIC009349,-27.93333,152.9333,9.2,26.80318983,13.49127392,17.85299094,18.15625373,16.37269452,19.70153457,2.425881168,16.48703201,2,26.69066716,13.76857771,17.15854106,3.526759531,16.84839228
poro05,ANIC009358,-28.55,151.8333,4.3,22.09529456,9.722819738,18.44164904,18.61613676,12.34211632,18.3457983,2.154028197,12.47711895,0.5,22.00783724,9.964244868,18.12179619,2.582331378,12.67599265
poro06,ANIC009359,-26.55,153.0833,2.9,25.87045569,16.70256546,18.16461229,18.44324228,18.5933366,20.12944187,5.089048338,18.68878314,0.6,25.81089443,16.93195015,17.56128299,5.468768328,19.06929301
poro07,ANIC009360,-26.55,153.0833,2.9,25.87045569,16.70256546,18.16461229,18.44324228,18.5933366,20.12944187,5.089048338,18.68878314,0.6,25.81089443,16.93195015,17.56128299,5.468768328,19.06929301
poro08,ANIC009240,-35.26667023,149.1000061,16.5,20.79949899,7.42933283,16.773429,16.84208064,10.58788757,14.76908366,1.579909366,10.51456187,7.2,20.6136254,7.599236334,16.45914791,1.939308682,10.60982998
poro09,ANIC009241,-35.31666667,149.1,15.5,20.72447801,7.24462907,16.76602887,16.80742368,10.62797108,15.00154992,1.808039611,10.55148387,4.5,20.78041056,7.106534702,16.83652004,1.543499511,10.50183848
poro10,ANIC009243,-37.95,147.1167,16.8,21.04017456,8.710151057,15.21730111,15.01661191,12.33011549,17.6493003,1.511094327,12.16898841,5.3,20.79029814,8.855498534,14.88663734,1.383088954,12.13111657
poro11,ANIC009244,-35.65,150.1333333,2.1,21.65030715,11.1506143,14.94588117,15.0091115,14.09946036,21.55662693,2.403927492,14.22417944,0.6,21.51939883,11.06612903,15.01771261,2.439296188,14.24030425
poro12,ANIC009247,-37.53333,148.2333,9.4,20.32691843,8.907162638,14.84866062,14.67341277,11.96512712,21.09465572,2.073766365,11.81730935,2.5,20.30357038,8.515469208,15.40846041,1.569721408,11.49859596
poro13,ANIC009639,-30.51667,151.65,1.9,20.40322591,7.249714669,18.2666482,18.00184628,11.42992934,19.08510307,1.36878147,11.37401999,1.9,20.4477175,7.419100684,18.05039589,1.426979472,11.48367595
poro14,ANIC009641,-30.51667,151.65,1.9,20.40322591,7.249714669,18.2666482,18.00184628,11.42992934,19.08510307,1.36878147,11.37401999,1.9,20.4477175,7.419100684,18.05039589,1.426979472,11.48367595
poro15,ANIC009644,-17.45000076,145.3,1.1,26.18486657,15.60014099,20.18450403,20.22442384,17.80073889,23.10910859,2.522255791,18.00227306,0.4,26.23969208,15.69804985,20.05516129,3.238416422,18.13995515
poro16,ANIC009199,-16.91667,145.7667,2.9,29.60134273,21.07963411,19.54423632,19.53453957,23.73728948,24.55399976,6.071802618,23.49907443,1.8,29.72624633,20.86924731,20.13031281,4.842033236,23.07187048
poro17,ANIC009200,-19.63333321,147.5,1.7,28.76051863,19.02889225,20.4906999,21.27846068,21.49934404,13.49776921,3.114048338,21.1955935,1,28.64306452,19.08322581,20.51129032,2.709677419,21.13452639
prsi01,ANIC010038,-28.66666985,153.2832947,4,25.02687361,13.8711105,16.95332779,17.16438527,17.22826154,23.16598233,4.700314117,17.46892964,1.2,25.21169697,14.06270455,17.39840152,3.589545455,17.56116856
prsi02,ANIC010037,-28.61666667,153.3833333,2.3,24.61078714,14.34141722,16.5601238,16.7920825,16.88151238,25.1375194,5.355155211,17.13143556,0.6,24.79569697,14.52607576,16.984,3.905984848,17.23975985
prsi03,ANIC010039,-30.38333,152.9833,2,24.3272912,13.05723023,16.20577421,16.49310665,15.84364625,23.88034878,4.932280118,16.04463009,0.6,24.49963636,13.2010303,16.17510606,4.679166667,16.10957273
prsi04,ANIC010040,-30.38333,152.9833,2,24.3272912,13.05723023,16.20577421,16.49310665,15.84364625,23.88034878,4.932280118,16.04463009,0.6,24.49963636,13.2010303,16.17510606,4.679166667,16.10957273
prsi05,ANIC010045,-28.81666667,153.2666667,8.1,25.91262749,14.29832409,17.22908721,17.44060976,17.44603519,21.72417665,4.125905395,17.67105852,1.4,25.76077713,14.29966276,16.99206012,4.970014663,17.8116283
prsi06,ANIC010043,-28.2,153.1833,0.7,21.76523466,12.74902439,16.78320769,17.02467708,14.39264239,24.81904605,5.096692535,14.6620956,0.1,21.57325513,12.90718475,15.92884897,7.142741935,14.81943199
psqz01,PicXB65066,-33.567192,151.180547,2.9,22.82741935,12.13225806,15.58785924,15.86446117,14.73127875,20.70897743,2.678592375,14.56159926,3.1,23.78450147,12.62782991,15.76052786,3.397800587,14.80557038
psqz02,PicXB65069,-33.567192,151.180547,2.9,22.82741935,12.13225806,15.58785924,15.86446117,14.73127875,20.70897743,2.678592375,14.56159926,2.9,22.82741935,12.13225806,15.58785924,2.678592375,14.56159926
psqz03,PicXB65074,-33.567192,151.180547,2.9,22.82741935,12.13225806,15.58785924,15.86446117,14.73127875,20.70897743,2.678592375,14.56159926,3.1,23.78450147,12.62782991,15.76052786,3.397800587,14.80557038
punc01,ANIC010186,-19.08333,146.3333,2.1,26.94891057,17.98231225,18.98997283,19.05586486,19.88925414,24.95428723,4.036561265,20.1483316,1.2,26.86662023,17.95262463,19.31442815,2.827052786,19.74966386
punc02,ANIC010200,-16.8,145.6333333,2.1,28.10520751,19.54893528,19.5277915,19.70908537,22.33346558,23.95308249,6.240686759,22.47866135,0.7,28.17697727,19.49175,19.49336364,6.274393939,22.50218258
pvul01,ANIC008611,-19.6,146.8333333,9.2,29.79703812,19.57018328,20.23597141,20.31382591,20.29278305,18.58833473,2.018914956,20.49067309,3.5,29.76096041,19.80806452,19.77829179,2.351906158,20.84503566
pvul02,ANIC008607,-19.63333321,147.5,1.1,28.73793255,18.96431818,20.76030059,21.27846068,21.49934404,13.49776921,2.251832845,20.91139574,1,28.64306452,19.08322581,20.51129032,2.709677419,21.13452639
pvul03,ANIC008742,-21.15,149.1833333,1.3,27.46997067,19.01762097,20.05944648,20.26078895,22.2731152,18.62075854,6.121884164,22.45303194,0.5,27.44587243,18.97510264,20.47340176,3.698387097,22.20739699
pvul04,ANIC008709,-16.91667,145.7667,1.9,29.70721896,21.00326979,19.79782014,19.53453957,23.73728948,24.55399976,5.580645161,23.31734557,1.8,29.72624633,20.86924731,20.13031281,4.842033236,23.07187048
pvul05,ANIC008650,-19.6,146.8333333,9.2,29.79703812,19.57018328,20.23597141,20.31382591,20.29278305,18.58833473,2.018914956,20.49067309,5.7,29.83311584,19.33230205,20.69365103,1.685923754,20.13734971
pvul06,ANIC008651,-19.51667,147.1,3.8,29.48344086,20.20870479,20.14325024,19.96395056,21.33425627,19.83793761,2.719965787,21.43188167,1.5,29.41088465,20.29364125,19.95212121,2.962805474,21.57135784
rayn01,PicXB33977,-16.31,145.04,0,24.92117573,16.27853223,20.46298087,20.48759333,18.94738969,22.67375302,5.393378651,19.08370464,0,25.07572727,16.26684848,20.32666667,5.532045455,19.05603485
rayn02,PicXB33994,-16.41,145.2,0,23.76485901,15.67232125,19.25073515,19.35998569,18.254845,26.75575318,7.356168177,18.39912261,0,23.43285924,15.56158358,18.54975806,8.285997067,18.34410667
rayn03,PicXB34002,-16.41,145.2,0,23.76485901,15.67232125,19.25073515,19.35998569,18.254845,26.75575318,7.356168177,18.39912261,0,23.64833578,15.58777126,19.42964809,6.059897361,18.23400733
rayn04,rayn04,-28.04,145.41,102.6,29.47129154,15.09661883,20.41512588,20.37696491,11.83725398,8.17520902,0.70621853,11.87187122,37.1,29.40877566,14.89832845,20.3866129,0.562390029,11.68627463
rayn05,rayn05,-28.04,145.41,102.6,29.47129154,15.09661883,20.41512588,20.37696491,11.83725398,8.17520902,0.70621853,11.87187122,37.1,29.40877566,14.89832845,20.3866129,0.562390029,11.68627463
repa01,PicXB44142,-30.39232,152.992623,2.7,24.41053585,12.87221729,16.51338322,16.49310665,15.84364625,23.8681047,4.378861789,15.78995932,0.6,24.49963636,13.2010303,16.17510606,4.679166667,16.10957273
repa02,PicXB44146,-35.273657,149.09899,16.1,20.59493902,7.434946415,16.84260163,16.84849303,10.60777461,14.75689241,1.75210643,10.48234662,3.5,20.57494868,7.108585044,17.26031525,1.551832845,10.21219485
repa03,repa03,-26.56,153.08,3.9,25.9155303,16.49039911,18.28573171,18.42057554,18.63460683,20.23532113,4.227512934,18.68821662,0.6,25.74878299,16.82489736,17.53889296,5.477199413,19.11718529
reps01,PicXB44136,-33.399048,151.086442,6.8,23.38932918,11.93454179,15.66380499,15.81060416,14.27499166,21.36637293,2.54409824,14.26374156,3.7,23.32796212,12.06569697,15.73093939,3.169015152,14.45966477
reps02,PicXB44139,-32.791273,150.9181116,11.8,23.41811217,10.46130865,16.19158358,16.28097872,13.22934021,20.7201014,1.996370968,13.23994604,6,23.54027126,10.74414223,16.13504399,1.830278592,13.50752493
reps03,reps03,-33.546,150.895,13.9,24.60672654,11.9728849,15.85357038,15.92399141,14.41908641,20.55613165,2.041788856,14.40403175,6.6,24.46315982,11.71983871,16.16036657,1.918181818,14.10611949
rept01,PicXB44127,-35.319838,148.953996,14.9,20.78774924,7.824295065,16.60639476,16.66148581,10.45190198,15.78952051,1.792396777,10.38037286,3.3,20.62093109,7.320938416,17.10733871,1.633504399,10.06538529
rept02,PicXB44130,-35.526563,148.843618,2.5,16.69279204,4.411593656,16.25210725,16.26804443,9.115204879,18.65726684,2.720015106,9.027932082,1.1,16.44594855,4.530337621,15.69992765,3.342604502,9.127875
rept03,PicXB44133,-35.303871,148.894536,10,19.28114804,6.68168429,16.43060675,16.5134389,10.25031292,16.57976295,2.334214502,10.17533342,3.5,19.64426686,7.033409091,16.46387097,1.969061584,10.39046114
rina01,ANIC010272,-30.06666667,153.2,1.6,28.05653162,18.57655138,22.7684585,17.30479094,17.19998581,27.18830875,4.822826087,20.95208309,0.4,27.88703812,18.67627566,22.34372434,5.190322581,20.89209853
rina02,ANIC010273,-30.38333,153.0333,1.3,24.63389822,13.81022233,16.55446146,16.75770533,16.43412108,22.24142584,4.237895257,16.57697045,0.8,24.45104839,13.80017595,16.12113636,4.42829912,16.47991618
rina03,ANIC010275,-28.58333,151.8,5,22.35500988,9.68701087,18.56085968,18.68594761,12.5217692,18.00797611,2.030212451,12.72679105,2.6,22.52621701,9.539435484,19.01428152,1.666715543,12.51541532
rina04,ANIC010276,-28.58333,151.8,5,22.35500988,9.68701087,18.56085968,18.68594761,12.5217692,18.00797611,2.030212451,12.72679105,2.6,22.52621701,9.539435484,19.01428152,1.666715543,12.51541532
roci01,ANIC010586,-18.98332977,146.1499939,0.4,25.32731118,16.61865055,19.38351208,19.44337917,18.37532633,23.4604777,3.979405841,18.53721333,0.4,25.3322654,16.57233138,19.70274927,3.227419355,18.25567999
roci02,ANIC010614,-19,146.1999969,0.9,25.97075864,16.71541121,18.64561598,18.59968309,18.37525259,27.15975944,3.177643505,18.06551983,0.5,26.0497654,16.52376344,19.2459433,2.740957967,17.4837825
roci03,ANIC010521,-17.48332977,145.4833069,0,24.81959718,15.24224824,19.49538016,19.57231458,17.66528373,25.62421724,4.153323263,17.88617893,0,24.47081378,15.0678739,18.79866569,4.065762463,17.93153812
roci04,ANIC010613,-19,146.1999969,0.9,25.97075864,16.71541121,18.64561598,18.59968309,18.37525259,27.15975944,3.177643505,18.06551983,0.5,26.0497654,16.52376344,19.2459433,2.740957967,17.4837825
rose01,PicXB13662,-11.153309,132.1416199,0.1,31.94084948,25.53833085,20.41913562,21.75455202,27.78568982,20.04470256,5.726080477,31.89939866,0,31.76131833,25.80315113,20.57903537,8.609324759,33.25486174
rose02,PicXB13665,-16.08,136.06,119.1,34.34011177,20.25179583,21.8621237,21.95634209,19.55453221,15.66187343,3.661438152,19.69709463,58.9,34.46640909,20.42016667,21.94631818,3.742348485,19.74798447
rose03,PicXB13668,-12.436744,131.070062,55.3,33.40361401,22.27755216,20.89187407,21.2827439,24.69481012,20.61715163,5.712891207,24.51817344,26.5,33.43251466,22.70472141,21.02732405,5.025733138,25.42293475
rose04,PicXB44119,-16.08,136.06,119.1,34.34011177,20.25179583,21.8621237,21.95634209,19.55453221,15.66187343,3.661438152,19.69709463,58.9,34.46640909,20.42016667,21.94631818,3.742348485,19.74798447
rubi01,ANIC010645,-30.38333,151.9333,0.1,19.5577566,7.420597507,17.50734971,17.53908599,11.67739224,20.61968894,1.751612903,11.72679589,0,19.33015396,7.247060117,17.06183284,2.124120235,11.707475
rubi02,ANIC010646,-30.38333,151.9333,0.1,19.5577566,7.420597507,17.50734971,17.53908599,11.67739224,20.61968894,1.751612903,11.72679589,0,19.33015396,7.247060117,17.06183284,2.124120235,11.707475
rubi03,ANIC010946,-37.3,146.1333,11.6,19.61402248,7.128922287,15.9223998,15.7138593,11.1053191,16.40840117,2.657966764,10.93241165,4.4,19.76284946,7.068255132,16.19064027,2.653519062,10.93542083
rubi04,ANIC010947,-37.3,146.1333,11.6,19.61402248,7.128922287,15.9223998,15.7138593,11.1053191,16.40840117,2.657966764,10.93241165,4.4,19.76284946,7.068255132,16.19064027,2.653519062,10.93542083
rubi05,ANIC010951,-35.33333333,149.3333333,5.8,19.48152493,5.977430352,16.70899194,16.66060976,10.07652041,15.495666,1.510080645,9.955062775,2.3,19.27994135,5.579347507,16.95416422,1.589369501,9.684855515
rubi06,ANIC010953,-35.33333333,149.3333333,5.8,19.48152493,5.977430352,16.70899194,16.66060976,10.07652041,15.495666,1.510080645,9.955062775,2.3,19.27994135,5.579347507,16.95416422,1.589369501,9.684855515
rugo01,ANIC010744,-34.05,151.15,3,22.70002933,13.8448827,16.06412757,16.08478223,14.50487142,18.75659173,2.471334311,14.4811428,2,22.77695748,14.04533724,15.90190616,2.594061584,14.71676063
rugo02,ANIC010749,-35.55,149.95,2.8,19.95360948,7.898746334,14.87735826,14.97000539,11.88091082,23.51809049,2.257038123,11.71362763,1.5,19.87908113,7.902033236,14.84538123,1.826783969,11.80538382
rugo03,ANIC010747,-35.55,149.95,2.8,19.95360948,7.898746334,14.87735826,14.97000539,11.88091082,23.51809049,2.257038123,11.71362763,1.5,19.87908113,7.902033236,14.84538123,1.826783969,11.80538382
saul01,PicXB65077,-37.792826,146.9307777,11.4,20.36659366,8.015088117,14.82429003,14.77531421,11.89479151,19.92651125,1.701863041,11.77337172,3.2,19.97776515,8.046719697,14.74529545,1.930227273,11.90777538
saul02,PicXB65082,-41.894191,147.642569,0.7,16.01970796,4.591188318,14.4471576,14.09783661,9.964502676,14.74005097,1.613494461,9.864167969,0,15.98997067,4.749464809,14.20739003,1.768621701,9.993854839
smgg01,ANIC010794,-17.58333,145.9833,3.8,28.58149457,20.37887846,18.95032115,19.09743405,23.84352057,24.60704622,9.790909091,24.02580317,0.4,28.62198485,20.24321212,18.87747727,10.16863636,24.05088598
smgg02,ANIC010857,-17.46667,146.0333,3.5,28.51484931,20.74437994,19.24988883,19.3991395,24.01449315,24.25626775,10.51086957,24.19408581,0.4,28.55586364,20.6095303,19.25330303,10.29113636,24.20959697
smgg03,ANIC010862,-17.53333,146.0167,3.4,28.49881423,20.64813982,19.23789526,19.38849614,24.26347704,23.03917952,9.945948617,24.4449409,0.3,28.54067424,20.51184091,19.24617424,9.977121212,24.46299583
smgg04,ANIC010863,-16.91667,145.7667,3.4,29.73692029,21.01189723,19.88627141,19.53453957,23.73728948,24.55399976,5.309749671,23.36829937,1.8,29.72624633,20.86924731,20.13031281,4.842033236,23.07187048
smgp01,ANIC010755,-16.91667,145.7667,3.4,29.73692029,21.01189723,19.88627141,19.53453957,23.73728948,24.55399976,5.309749671,23.36829937,1.8,29.72624633,20.86924731,20.13031281,4.842033236,23.07187048
smgr01,ANIC010756,-16.91667,145.7667,3.4,29.73692029,21.01189723,19.88627141,19.53453957,23.73728948,24.55399976,5.309749671,23.36829937,1.8,29.72624633,20.86924731,20.13031281,4.842033236,23.07187048
sqzb01,PicXB64875,-35.58,150.09,2.6,21.04103726,9.782857503,14.93187059,14.8606838,13.34707347,22.5941333,2.255991944,13.26768082,1.5,21.12628299,10.02192815,14.60542522,2.18159824,13.55845748
sqzb02,PicXB64879,-35.58,150.09,2.6,21.04103726,9.782857503,14.93187059,14.8606838,13.34707347,22.5941333,2.255991944,13.26768082,1.5,21.12628299,10.02192815,14.60542522,2.18159824,13.55845748
sqzc01,PicXB64883,-28.591813,152.499561,5.9,23.93767962,11.20295455,17.14380132,17.40197673,14.25684958,22.85730356,2.798313783,14.41175,4.1,24.11953079,11.00866569,17.63299853,2.127639296,14.23316642
