species,patch_ID,ID,R,G,B,type,camera_cat,col_percent,location
Castiarina_erythroptera,Castiarina_erythroptera_3,Castiarina_erythroptera_3,139.936,84.496,128.939,NIR,small,1,grey
Castiarina_ignota,Castiarina_ignota_1,Castiarina_ignota_1,0.016,0,68.802,UV,medium,0.575,RoI
Castiarina_ignota,Castiarina_ignota_2,Castiarina_ignota_2,0.139,0.047,60.751,UV,medium,0.423897582,RoI
Castiarina_ignota,Castiarina_ignota_3,Castiarina_ignota_3,0.231,0,56.463,UV,medium,0.722792608,RoI
Castiarina_ignota,Castiarina_ignota_red_1,Castiarina_ignota_1,0.153,0.005,43.124,UV,medium,0.425,RoI
Castiarina_ignota,Castiarina_ignota_red_2,Castiarina_ignota_2,0.256,0.091,47.12,UV,medium,0.576102418,RoI
Castiarina_ignota,Castiarina_ignota_red_3,Castiarina_ignota_3,0.215,0.003,48.079,UV,medium,0.277207392,RoI
Castiarina_ignota,Castiarina_ignota_1,Castiarina_ignota_1,113.528,170.122,86.874,VIS,medium,0.575,RoI
Castiarina_ignota,Castiarina_ignota_2,Castiarina_ignota_2,83.419,126.209,62.801,VIS,medium,0.423897582,RoI
Castiarina_ignota,Castiarina_ignota_3,Castiarina_ignota_3,60.025,99.266,69.135,VIS,medium,0.722792608,RoI
Castiarina_ignota,Castiarina_ignota_red_1,Castiarina_ignota_1,151.8,84.95,57.132,VIS,medium,0.425,RoI
Castiarina_ignota,Castiarina_ignota_red_2,Castiarina_ignota_2,139.797,74.458,54.732,VIS,medium,0.576102418,RoI
Castiarina_ignota,Castiarina_ignota_red_3,Castiarina_ignota_3,107.973,66.076,51.237,VIS,medium,0.277207392,RoI
Castiarina_ignota,Castiarina_ignota_1,Castiarina_ignota_1,51.493,29.331,54.541,NIR,medium,0.575,RoI
Castiarina_ignota,Castiarina_ignota_2,Castiarina_ignota_2,50.894,28.583,52.057,NIR,medium,0.423897582,RoI
Castiarina_ignota,Castiarina_ignota_3,Castiarina_ignota_3,51.985,29.379,53.542,NIR,medium,0.722792608,RoI
Castiarina_ignota,Castiarina_ignota_red_1,Castiarina_ignota_1,113.539,69.044,107.228,NIR,medium,0.425,RoI
Castiarina_ignota,Castiarina_ignota_red_2,Castiarina_ignota_2,102.891,62.517,98.433,NIR,medium,0.576102418,RoI
Castiarina_ignota,Castiarina_ignota_red_3,Castiarina_ignota_3,97.971,59.548,94.335,NIR,medium,0.277207392,RoI
Castiarina_ignota,Castiarina_ignota_1,Castiarina_ignota_1,35.795,0,185.165,UV,medium,0.575,grey
Castiarina_ignota,Castiarina_ignota_2,Castiarina_ignota_2,32.481,0,181.429,UV,medium,0.423897582,grey
Castiarina_ignota,Castiarina_ignota_3,Castiarina_ignota_3,40.016,0,190.351,UV,medium,0.722792608,grey
Castiarina_ignota,Castiarina_ignota_red_1,Castiarina_ignota_1,35.795,0,185.165,UV,medium,0.425,grey
Castiarina_ignota,Castiarina_ignota_red_2,Castiarina_ignota_2,32.481,0,181.429,UV,medium,0.576102418,grey
Castiarina_ignota,Castiarina_ignota_red_3,Castiarina_ignota_3,40.016,0,190.351,UV,medium,0.277207392,grey
Castiarina_ignota,Castiarina_ignota_1,Castiarina_ignota_1,179.346,198.67,195.999,VIS,medium,0.575,grey
Castiarina_ignota,Castiarina_ignota_2,Castiarina_ignota_2,170.665,190.735,187.75,VIS,medium,0.423897582,grey
Castiarina_ignota,Castiarina_ignota_3,Castiarina_ignota_3,174.774,194.241,190.834,VIS,medium,0.722792608,grey
Castiarina_ignota,Castiarina_ignota_red_1,Castiarina_ignota_1,179.346,198.67,195.999,VIS,medium,0.425,grey
Castiarina_ignota,Castiarina_ignota_red_2,Castiarina_ignota_2,170.665,190.735,187.75,VIS,medium,0.576102418,grey
Castiarina_ignota,Castiarina_ignota_red_3,Castiarina_ignota_3,174.774,194.241,190.834,VIS,medium,0.277207392,grey
Castiarina_ignota,Castiarina_ignota_1,Castiarina_ignota_1,93.597,52.991,85.362,NIR,medium,0.575,grey
Castiarina_ignota,Castiarina_ignota_2,Castiarina_ignota_2,94.857,54.113,86.611,NIR,medium,0.423897582,grey
Castiarina_ignota,Castiarina_ignota_3,Castiarina_ignota_3,93.53,53.242,85.328,NIR,medium,0.722792608,grey
Castiarina_ignota,Castiarina_ignota_red_1,Castiarina_ignota_1,93.597,52.991,85.362,NIR,medium,0.425,grey
Castiarina_ignota,Castiarina_ignota_red_2,Castiarina_ignota_2,94.857,54.113,86.611,NIR,medium,0.576102418,grey
Castiarina_ignota,Castiarina_ignota_red_3,Castiarina_ignota_3,93.53,53.242,85.328,NIR,medium,0.277207392,grey
Castiarina_luteipennis,Castiarina_luteipennis_1,Castiarina_luteipennis_1,0.241,0.028,50.409,UV,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_2,Castiarina_luteipennis_2,0.261,0.05,42.639,UV,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_3,Castiarina_luteipennis_3,0.305,0.208,39.523,UV,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_1,Castiarina_luteipennis_1,186.196,156.336,66.291,VIS,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_2,Castiarina_luteipennis_2,168.61,128.981,35.51,VIS,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_3,Castiarina_luteipennis_3,165.223,107.279,34.353,VIS,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_1,Castiarina_luteipennis_1,110.707,66.412,103.249,NIR,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_2,Castiarina_luteipennis_2,102.535,60.93,95.852,NIR,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_3,Castiarina_luteipennis_3,106.301,64.081,100.32,NIR,medium,1,RoI
Castiarina_luteipennis,Castiarina_luteipennis_1,Castiarina_luteipennis_1,34.506,0,182.762,UV,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_2,Castiarina_luteipennis_2,37.151,0,185.616,UV,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_3,Castiarina_luteipennis_3,30.468,0,177.964,UV,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_1,Castiarina_luteipennis_1,172.263,191.939,188.727,VIS,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_2,Castiarina_luteipennis_2,169.26,188.42,184.188,VIS,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_3,Castiarina_luteipennis_3,171.662,190.925,187.332,VIS,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_1,Castiarina_luteipennis_1,90.907,51.332,82.999,NIR,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_2,Castiarina_luteipennis_2,94.843,54.069,86.507,NIR,medium,1,grey
Castiarina_luteipennis,Castiarina_luteipennis_3,Castiarina_luteipennis_3,96.038,54.929,87.679,NIR,medium,1,grey
Castiarina_oblita,Castiarina_oblita_1,Castiarina_oblita_1,0.044,0,57.715,UV,small,0.558441558,RoI
Castiarina_oblita,Castiarina_oblita_2,Castiarina_oblita_2,0.012,0,32.915,UV,small,0.53125,RoI
Castiarina_oblita,Castiarina_oblita_3,Castiarina_oblita_3,0.003,0,38.742,UV,small,0.611111111,RoI
Castiarina_oblita,Castiarina_oblita_yellow_1,Castiarina_oblita_1,0.011,0,42.338,UV,small,0.441558442,RoI
Castiarina_oblita,Castiarina_oblita_yellow_2,Castiarina_oblita_2,0.001,0,48.11,UV,small,0.46875,RoI
Castiarina_oblita,Castiarina_oblita_yellow_3,Castiarina_oblita_3,0.001,4.80E-04,48.451,UV,small,0.388888889,RoI
Castiarina_oblita,Castiarina_oblita_1,Castiarina_oblita_1,35.174,66.177,26.793,VIS,small,0.558441558,RoI
Castiarina_oblita,Castiarina_oblita_2,Castiarina_oblita_2,19.926,36.064,29.247,VIS,small,0.53125,RoI
Castiarina_oblita,Castiarina_oblita_3,Castiarina_oblita_3,18.952,29.925,28.646,VIS,small,0.611111111,RoI
Castiarina_oblita,Castiarina_oblita_yellow_1,Castiarina_oblita_1,93.674,73.971,12.648,VIS,small,0.441558442,RoI
Castiarina_oblita,Castiarina_oblita_yellow_2,Castiarina_oblita_2,94.084,80.31,23.274,VIS,small,0.46875,RoI
Castiarina_oblita,Castiarina_oblita_yellow_3,Castiarina_oblita_3,99.797,77.398,7.3,VIS,small,0.388888889,RoI
Castiarina_oblita,Castiarina_oblita_1,Castiarina_oblita_1,60.822,33.46,61.845,NIR,small,0.558441558,RoI
Castiarina_oblita,Castiarina_oblita_2,Castiarina_oblita_2,73.637,42.89,74.393,NIR,small,0.53125,RoI
Castiarina_oblita,Castiarina_oblita_3,Castiarina_oblita_3,72.95,41.37,71.522,NIR,small,0.611111111,RoI
Castiarina_oblita,Castiarina_oblita_yellow_1,Castiarina_oblita_1,178.416,114.278,167.08,NIR,small,0.441558442,RoI
Castiarina_oblita,Castiarina_oblita_yellow_2,Castiarina_oblita_2,148.317,90.641,137.211,NIR,small,0.46875,RoI
Castiarina_oblita,Castiarina_oblita_yellow_3,Castiarina_oblita_3,160.518,99.702,148.968,NIR,small,0.388888889,RoI
Castiarina_oblita,Castiarina_oblita_1,Castiarina_oblita_1,0.872,0,148.305,UV,small,0.558441558,grey
Castiarina_oblita,Castiarina_oblita_2,Castiarina_oblita_2,0.531,8.06E-06,147.648,UV,small,0.53125,grey
Castiarina_oblita,Castiarina_oblita_3,Castiarina_oblita_3,5.405,0,160.024,UV,small,0.611111111,grey
Castiarina_oblita,Castiarina_oblita_yellow_1,Castiarina_oblita_1,0.872,0,148.305,UV,small,0.441558442,grey
Castiarina_oblita,Castiarina_oblita_yellow_2,Castiarina_oblita_2,0.531,8.06E-06,147.648,UV,small,0.46875,grey
Castiarina_oblita,Castiarina_oblita_yellow_3,Castiarina_oblita_3,5.405,0,160.024,UV,small,0.388888889,grey
Castiarina_oblita,Castiarina_oblita_1,Castiarina_oblita_1,88.462,102.464,98.255,VIS,small,0.558441558,grey
Castiarina_oblita,Castiarina_oblita_2,Castiarina_oblita_2,91.052,105.926,102.091,VIS,small,0.53125,grey
Castiarina_oblita,Castiarina_oblita_3,Castiarina_oblita_3,91.901,106.832,102.678,VIS,small,0.611111111,grey
Castiarina_oblita,Castiarina_oblita_yellow_1,Castiarina_oblita_1,88.462,102.464,98.255,VIS,small,0.441558442,grey
Castiarina_oblita,Castiarina_oblita_yellow_2,Castiarina_oblita_2,91.052,105.926,102.091,VIS,small,0.46875,grey
Castiarina_oblita,Castiarina_oblita_yellow_3,Castiarina_oblita_3,91.901,106.832,102.678,VIS,small,0.388888889,grey
Castiarina_oblita,Castiarina_oblita_1,Castiarina_oblita_1,135.29,81.653,124.792,NIR,small,0.558441558,grey
Castiarina_oblita,Castiarina_oblita_2,Castiarina_oblita_2,136.241,81.767,124.983,NIR,small,0.53125,grey
Castiarina_oblita,Castiarina_oblita_3,Castiarina_oblita_3,135.308,81.428,124.229,NIR,small,0.611111111,grey
Castiarina_oblita,Castiarina_oblita_yellow_1,Castiarina_oblita_1,135.29,81.653,124.792,NIR,small,0.441558442,grey
Castiarina_oblita,Castiarina_oblita_yellow_2,Castiarina_oblita_2,136.241,81.767,124.983,NIR,small,0.46875,grey
Castiarina_oblita,Castiarina_oblita_yellow_3,Castiarina_oblita_3,135.308,81.428,124.229,NIR,small,0.388888889,grey
Castiarina_octomaculata,Castiarina_octomaculata_1,Castiarina_octomaculata_1,0.007,6.74E-04,44.481,UV,small,0.594827586,RoI
Castiarina_octomaculata,Castiarina_octomaculata_2,Castiarina_octomaculata_2,8.62E-04,0,66.207,UV,small,0.594262295,RoI
Castiarina_octomaculata,Castiarina_octomaculata_3,Castiarina_octomaculata_3,9.27E-04,0,49.407,UV,small,0.553191489,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_1,Castiarina_octomaculata_1,0.007,0.001,47.36,UV,small,0.405172414,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_2,Castiarina_octomaculata_2,3.70E-04,0.003,53.856,UV,small,0.405737705,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_3,Castiarina_octomaculata_3,0.005,0,45.46,UV,small,0.446808511,RoI
Castiarina_octomaculata,Castiarina_octomaculata_1,Castiarina_octomaculata_1,67.429,50.532,17.046,VIS,small,0.594827586,RoI
Castiarina_octomaculata,Castiarina_octomaculata_2,Castiarina_octomaculata_2,69.198,52.264,23.859,VIS,small,0.594262295,RoI
Castiarina_octomaculata,Castiarina_octomaculata_3,Castiarina_octomaculata_3,55.986,41.948,21.845,VIS,small,0.553191489,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_1,Castiarina_octomaculata_1,20.645,31.526,31.837,VIS,small,0.405172414,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_2,Castiarina_octomaculata_2,16.923,28.06,35.294,VIS,small,0.405737705,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_3,Castiarina_octomaculata_3,21.863,30.325,30.962,VIS,small,0.446808511,RoI
Castiarina_octomaculata,Castiarina_octomaculata_1,Castiarina_octomaculata_1,149.13,92.621,140.398,NIR,small,0.594827586,RoI
Castiarina_octomaculata,Castiarina_octomaculata_2,Castiarina_octomaculata_2,120.34,72.35,112.615,NIR,small,0.594262295,RoI
Castiarina_octomaculata,Castiarina_octomaculata_3,Castiarina_octomaculata_3,136.362,83.895,128.386,NIR,small,0.553191489,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_1,Castiarina_octomaculata_1,51.747,26.538,51.856,NIR,small,0.405172414,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_2,Castiarina_octomaculata_2,54.771,28.095,54.648,NIR,small,0.405737705,RoI
Castiarina_octomaculata,Castiarina_octomaculata_blue_3,Castiarina_octomaculata_3,59.284,30.118,57.082,NIR,small,0.446808511,RoI
Castiarina_octomaculata,Castiarina_octomaculata_1,Castiarina_octomaculata_1,4.501,0,154.195,UV,small,0.594827586,grey
Castiarina_octomaculata,Castiarina_octomaculata_2,Castiarina_octomaculata_2,2.933,0,155.212,UV,small,0.594262295,grey
Castiarina_octomaculata,Castiarina_octomaculata_3,Castiarina_octomaculata_3,3.299,0,155.176,UV,small,0.553191489,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_1,Castiarina_octomaculata_1,4.501,0,154.195,UV,small,0.405172414,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_2,Castiarina_octomaculata_2,2.933,0,155.212,UV,small,0.405737705,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_3,Castiarina_octomaculata_3,3.299,0,155.176,UV,small,0.446808511,grey
Castiarina_octomaculata,Castiarina_octomaculata_1,Castiarina_octomaculata_1,91.028,105.697,101.733,VIS,small,0.594827586,grey
Castiarina_octomaculata,Castiarina_octomaculata_2,Castiarina_octomaculata_2,85.71,99.187,94.65,VIS,small,0.594262295,grey
Castiarina_octomaculata,Castiarina_octomaculata_3,Castiarina_octomaculata_3,85.306,99.044,95.675,VIS,small,0.553191489,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_1,Castiarina_octomaculata_1,91.028,105.697,101.733,VIS,small,0.405172414,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_2,Castiarina_octomaculata_2,85.71,99.187,94.65,VIS,small,0.405737705,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_3,Castiarina_octomaculata_3,85.306,99.044,95.675,VIS,small,0.446808511,grey
Castiarina_octomaculata,Castiarina_octomaculata_1,Castiarina_octomaculata_1,140.039,84.834,129.17,NIR,small,0.594827586,grey
Castiarina_octomaculata,Castiarina_octomaculata_2,Castiarina_octomaculata_2,138.424,83.727,127.635,NIR,small,0.594262295,grey
Castiarina_octomaculata,Castiarina_octomaculata_3,Castiarina_octomaculata_3,139.486,84.442,128.721,NIR,small,0.553191489,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_1,Castiarina_octomaculata_1,140.039,84.834,129.17,NIR,small,0.405172414,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_2,Castiarina_octomaculata_2,138.424,83.727,127.635,NIR,small,0.405737705,grey
Castiarina_octomaculata,Castiarina_octomaculata_blue_3,Castiarina_octomaculata_3,139.486,84.442,128.721,NIR,small,0.446808511,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_1,Castiarina_punctatosulcata_1,0.007,0,56.873,UV,small,0.579831933,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_2,Castiarina_punctatosulcata_2,0.01,0,50.677,UV,small,0.571428571,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_3,Castiarina_punctatosulcata_3,0.005,0,47.856,UV,small,0.582733813,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_1,Castiarina_punctatosulcata_1,0.009,0,55.904,UV,small,0.260504202,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_2,Castiarina_punctatosulcata_2,0.022,0,54.377,UV,small,0.260504202,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_3,Castiarina_punctatosulcata_3,0.006,9.61E-05,50.69,UV,small,0.251798561,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_1,Castiarina_punctatosulcata_1,0.187,0,33.631,UV,small,0.159663866,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_2,Castiarina_punctatosulcata_2,0.2,0,45.873,UV,small,0.168067227,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_3,Castiarina_punctatosulcata_3,0.215,6.97E-04,30.144,UV,small,0.165467626,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_1,Castiarina_punctatosulcata_1,26.421,38.117,30.682,VIS,small,0.579831933,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_2,Castiarina_punctatosulcata_2,19.566,26.576,22.634,VIS,small,0.571428571,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_3,Castiarina_punctatosulcata_3,18.505,25.709,24.588,VIS,small,0.582733813,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_1,Castiarina_punctatosulcata_1,109.36,88.783,37.751,VIS,small,0.260504202,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_2,Castiarina_punctatosulcata_2,92.592,70.347,20.41,VIS,small,0.260504202,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_3,Castiarina_punctatosulcata_3,76.925,63.927,22.049,VIS,small,0.251798561,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_1,Castiarina_punctatosulcata_1,86.603,39.029,21.566,VIS,small,0.159663866,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_2,Castiarina_punctatosulcata_2,80.137,38.196,24.835,VIS,small,0.168067227,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_3,Castiarina_punctatosulcata_3,59.684,28.172,17.146,VIS,small,0.165467626,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_1,Castiarina_punctatosulcata_1,47.753,24.899,49.137,NIR,small,0.579831933,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_2,Castiarina_punctatosulcata_2,63.198,34.73,63.099,NIR,small,0.571428571,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_3,Castiarina_punctatosulcata_3,62.756,34.222,62.335,NIR,small,0.582733813,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_1,Castiarina_punctatosulcata_1,149.642,92.709,140.574,NIR,small,0.260504202,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_2,Castiarina_punctatosulcata_2,152.63,95.049,143.222,NIR,small,0.260504202,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_3,Castiarina_punctatosulcata_3,162.393,101.846,152.32,NIR,small,0.251798561,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_1,Castiarina_punctatosulcata_1,172.543,110.836,163.732,NIR,small,0.159663866,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_2,Castiarina_punctatosulcata_2,168.586,107.94,159.809,NIR,small,0.168067227,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_3,Castiarina_punctatosulcata_3,166.509,105.867,157.624,NIR,small,0.165467626,RoI
Castiarina_punctatosulcata,Castiarina_punctatosulcata_1,Castiarina_punctatosulcata_1,13.81,0,167.974,UV,small,0.579831933,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_2,Castiarina_punctatosulcata_2,21.41,0,173.169,UV,small,0.571428571,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_3,Castiarina_punctatosulcata_3,14.238,0,166.168,UV,small,0.582733813,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_1,Castiarina_punctatosulcata_1,13.81,0,167.974,UV,small,0.260504202,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_2,Castiarina_punctatosulcata_2,21.41,0,173.169,UV,small,0.260504202,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_3,Castiarina_punctatosulcata_3,14.238,0,166.168,UV,small,0.251798561,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_1,Castiarina_punctatosulcata_1,13.81,0,167.974,UV,small,0.159663866,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_2,Castiarina_punctatosulcata_2,21.41,0,173.169,UV,small,0.168067227,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_3,Castiarina_punctatosulcata_3,14.238,0,166.168,UV,small,0.165467626,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_1,Castiarina_punctatosulcata_1,98.383,114.82,111.429,VIS,small,0.579831933,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_2,Castiarina_punctatosulcata_2,93.274,108.921,105.783,VIS,small,0.571428571,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_3,Castiarina_punctatosulcata_3,85.124,99.366,96.274,VIS,small,0.582733813,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_1,Castiarina_punctatosulcata_1,98.383,114.82,111.429,VIS,small,0.260504202,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_2,Castiarina_punctatosulcata_2,93.274,108.921,105.783,VIS,small,0.260504202,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_3,Castiarina_punctatosulcata_3,85.124,99.366,96.274,VIS,small,0.251798561,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_1,Castiarina_punctatosulcata_1,98.383,114.82,111.429,VIS,small,0.159663866,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_2,Castiarina_punctatosulcata_2,93.274,108.921,105.783,VIS,small,0.168067227,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_3,Castiarina_punctatosulcata_3,85.124,99.366,96.274,VIS,small,0.165467626,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_1,Castiarina_punctatosulcata_1,130.997,78.471,120.309,NIR,small,0.579831933,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_2,Castiarina_punctatosulcata_2,132.761,79.691,121.987,NIR,small,0.571428571,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_3,Castiarina_punctatosulcata_3,137.539,82.844,126.539,NIR,small,0.582733813,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_1,Castiarina_punctatosulcata_1,130.997,78.471,120.309,NIR,small,0.260504202,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_2,Castiarina_punctatosulcata_2,132.761,79.691,121.987,NIR,small,0.260504202,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_yellow_3,Castiarina_punctatosulcata_3,137.539,82.844,126.539,NIR,small,0.251798561,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_1,Castiarina_punctatosulcata_1,130.997,78.471,120.309,NIR,small,0.159663866,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_2,Castiarina_punctatosulcata_2,132.761,79.691,121.987,NIR,small,0.168067227,grey
Castiarina_punctatosulcata,Castiarina_punctatosulcata_red_3,Castiarina_punctatosulcata_3,137.539,82.844,126.539,NIR,small,0.165467626,grey
Castiarina_rectifasciata,Castiarina_rectifasciata_1,Castiarina_rectifasciata_1,0.002,2.00E-03,38.778,UV,small,0.695754717,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_2,Castiarina_rectifasciata_2,0.002,2.32E-04,50.933,UV,small,0.751851852,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_3,Castiarina_rectifasciata_3,0.024,0.001,29.982,UV,small,0.717857143,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_1,Castiarina_rectifasciata_1,0.003,3.90E-04,47.307,UV,small,0.304245283,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_2,Castiarina_rectifasciata_2,0.008,7.06E-05,56.273,UV,small,0.248148148,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_3,Castiarina_rectifasciata_3,0.005,5.16E-04,42.664,UV,small,0.282142857,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_1,Castiarina_rectifasciata_1,16.523,20.601,19.104,VIS,small,0.695754717,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_2,Castiarina_rectifasciata_2,25.299,21.191,24.767,VIS,small,0.751851852,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_3,Castiarina_rectifasciata_3,18.95,21.229,19.925,VIS,small,0.717857143,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_1,Castiarina_rectifasciata_1,86.308,64.863,20.377,VIS,small,0.304245283,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_2,Castiarina_rectifasciata_2,84.594,70.503,24.761,VIS,small,0.248148148,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_3,Castiarina_rectifasciata_3,74.036,58.235,22.77,VIS,small,0.282142857,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_1,Castiarina_rectifasciata_1,67.353,36.824,64.994,NIR,small,0.695754717,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_2,Castiarina_rectifasciata_2,75.909,42.793,73.883,NIR,small,0.751851852,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_3,Castiarina_rectifasciata_3,73.525,41.295,71.804,NIR,small,0.717857143,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_1,Castiarina_rectifasciata_1,138.08,84.526,129.225,NIR,small,0.304245283,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_2,Castiarina_rectifasciata_2,161.231,100.941,151.276,NIR,small,0.248148148,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_3,Castiarina_rectifasciata_3,132.842,81.505,125.3,NIR,small,0.282142857,RoI
Castiarina_rectifasciata,Castiarina_rectifasciata_1,Castiarina_rectifasciata_1,4.774,0,155.651,UV,small,0.695754717,grey
Castiarina_rectifasciata,Castiarina_rectifasciata_2,Castiarina_rectifasciata_2,11.66,0,165.54,UV,small,0.751851852,grey
Castiarina_rectifasciata,Castiarina_rectifasciata_3,Castiarina_rectifasciata_3,4.049,0,153.412,UV,small,0.717857143,grey
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_1,Castiarina_rectifasciata_1,4.774,0,155.651,UV,small,0.304245283,grey
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_2,Castiarina_rectifasciata_2,11.66,0,165.54,UV,small,0.248148148,grey
Castiarina_rectifasciata,Castiarina_rectifasciata_yellow_3,Castiarina_rectifasciata_3,4.049,0,153.412,UV,small,0.282142857,grey
