"","estimateP1","ts1","pP1","estimateP2","tP2","pP2","estimateP3","tP3","pP3","estimateP4","tP4","pP4","estimateP5","tP5","pP5","estimateP6","tP6","pP6"
"566",1.56018901265411,0.44337155819141,0.659885939354021,11.9720926777022,2.65933285439912,0.0112068566336181,-3.75732170540007,-1.09146698764299,0.28159837683837,1.17360400669201,7.07884243955962,0.0000000145696064102196,-0.407580097638615,-0.272461005601764,0.7866691773351,-4.61185399456075,-2.62273889309528,0.0122825700821099
"567",2.27608707568344,0.648940491605404,0.520085601456658,10.767040917023,2.50774414013527,0.0163099582543405,-2.52710077392391,-0.709936913487403,0.481861725042839,1.17265114593497,6.57108613295257,0.0000000745334172158607,-0.765272320629576,-0.506695863653577,0.615150094511561,-4.1634732973753,-2.42296737401212,0.0200138464182866
"568",2.24793337097263,0.615061797347128,0.541997449319303,13.0221002457982,3.2252211450315,0.00250974446011787,-2.52704496057206,-0.712094162000661,0.48053948731702,1.16301586529971,6.86512068808014,0.0000000289133335051872,-0.859235257986303,-0.554632410640787,0.58223429662805,-4.92870796686778,-3.05183167474344,0.0040289853390989
"569",1.65150908636731,0.495703762840958,0.622816089965327,11.386808266426,2.46528600991132,0.0180789155172256,-3.51229397994702,-0.98384584325381,0.331105143785895,1.11379056934812,6.60492851734738,0.0000000668237785106385,-0.449285328535469,-0.309831882980501,0.758297250204213,-4.38731162073419,-2.423568408868,0.019985099979468
"570",2.13710623928871,0.541044721741742,0.591477395243434,13.7238648021452,2.70874794913737,0.00989178405927738,-4.37079003877887,-1.14905039711529,0.25735987048399,1.17159241127762,6.96113472130404,0.0000000212436745972155,-0.860659174113108,-0.504876739831736,0.616415792824285,-5.32411287667251,-2.62538622387165,0.0122016725048577
"571",2.38714975329745,0.698623687115694,0.488829437362682,13.6422423643542,2.97692989861692,0.00492397292150804,-4.42370301718103,-1.25074853843788,0.218293125300306,1.22152564334722,7.4513651828853,0.00000000444529391074866,-0.720731053602227,-0.488164700984064,0.62809861543915,-5.2188388484375,-2.86972954923916,0.00653345188393128
"572",1.83785883422333,0.512319494494834,0.611244844936956,13.4070195067513,3.10828277098946,0.00345822919093153,-2.32255631657576,-0.659932441443552,0.513079444460764,1.16089483882664,6.48333144121175,0.0000000989462898282056,-0.575728856112055,-0.376867592101297,0.708263974171772,-5.06963018993771,-2.91547270049364,0.00579434893360897
"573",2.05979030044673,0.511586160966368,0.611753451121113,13.867075153833,2.79181730628812,0.00799809817840491,-4.0960665139462,-1.06163256832573,0.294770533110308,1.16768502636594,6.8888674533519,0.0000000267896771433129,-0.846655167575012,-0.488298759693861,0.628004508201238,-5.38472487053032,-2.69923554141417,0.0101332874076991
"574",1.40066065707106,0.410858394429423,0.683369174918223,11.6917261077038,2.69415137788476,0.0102645880282632,-4.50322831758237,-1.23834470337538,0.222806941661554,1.17859722188348,7.25905139522278,0.00000000819382495187426,-0.321499660994654,-0.220220614877247,0.826819464524766,-4.53387525226455,-2.65862857812484,0.0112267134266206
"575",2.40500824450342,0.598687836633124,0.552756594890603,14.3952621644279,2.8824063416,0.00632026011447184,-4.78604057865167,-1.24854163752959,0.219091202063897,1.18615420428848,6.58745485308828,0.0000000706989073950837,-0.935068922917615,-0.540860721305183,0.591603041510067,-5.57981802780842,-2.79175352456208,0.00799941335951138
"576",2.65800837823155,0.679323360846549,0.500845326417017,13.8120071944664,2.77495318593619,0.00835291775210134,-3.93644547681486,-1.01133252869944,0.317936060712428,1.16731261797497,6.73497868043554,0.0000000439441723010248,-1.120572429313,-0.665876126451213,0.509312358059667,-5.37464591435454,-2.6897327797249,0.0103799744128379
"577",1.98511663032763,0.532968471558186,0.597004270045014,12.6400666597241,2.81600372520083,0.00751360678191126,-4.87546547952265,-1.37715160339728,0.176123781861244,1.15240752022854,6.98196424345214,0.0000000198709781962236,-0.573566624426469,-0.366128442673968,0.716198647787268,-4.91070086947837,-2.78423779929789,0.00815580206276278
"578",2.48341512959878,0.622336455929608,0.537252368642143,14.8716609729161,3.04943024333722,0.00405513212156383,-5.05876007368282,-1.36150200715136,0.180975295793529,1.20213261671781,7.20887967082906,0.00000000961561186230142,-1.04479069751452,-0.606609604960019,0.547537732251662,-5.77804455933721,-2.95802836108291,0.0051776615945669
"579",1.48467007886119,0.441907126486987,0.660936430370971,10.6361844525322,2.66368675709958,0.0110848168005542,-2.47498014088946,-0.740521694926762,0.463308419618337,1.13322445479281,6.9699152531937,0.0000000206537595914824,-0.416393411840986,-0.289914456222647,0.77337929283585,-4.07424612799669,-2.58909529529749,0.0133544889538673
"580",0.469898222228846,0.138029796653248,0.890909390092346,10.1905842167421,2.35704841428457,0.0234032875549599,-1.94746631965722,-0.585425179981245,0.561550355399281,1.13422204806867,6.39691553752332,0.000000130821178778717,-0.0230586280332226,-0.0156624991402286,0.98758150794827,-3.85711331768108,-2.27594479944877,0.0282777829374674
"581",2.29819276325055,0.562629226920434,0.576827338890781,13.5133171901013,2.70423619871346,0.0100056584967994,-3.64653189422862,-0.913385812131972,0.366512527725799,1.16586880401988,6.84807088683385,0.0000000305417477974856,-0.997219079477302,-0.566699666552849,0.574084621603708,-5.26619629111492,-2.61408114829355,0.0125505896873714
"582",2.32490225429526,0.576381725407776,0.567586594891419,13.8905436595913,2.7493735244133,0.00891908337293668,-4.10073216376314,-1.07346170138592,0.289497438208821,1.18324146040987,6.78587444632888,0.000000037304104694158,-0.963637055608752,-0.555273997786079,0.581799589459025,-5.39721363447895,-2.66612639952846,0.0110169702973288
"583",1.99551949384784,0.51819985674367,0.607173549430662,12.8805489193313,2.73901609654653,0.00915828488999826,-3.41963924720451,-0.924982818438379,0.360521851743996,1.1598168527398,6.62639194391489,0.0000000623543603417431,-0.72471499078461,-0.442704493186927,0.660364363613441,-4.95697004413903,-2.64075494421104,0.0117416315115664
"584",2.31494722033665,0.574240451121617,0.56902054009621,13.9534659331989,2.81102410332877,0.00761106737354811,-4.20980451171748,-1.11942442585291,0.269636229434844,1.18826625455851,6.8805367579385,0.0000000275162097551629,-0.934896450351463,-0.536203195873327,0.59478770185194,-5.4316027642324,-2.73022980932267,0.009365844644037
