"","ind","R_ALL","R_VIS","R_NIR","Res","size","phylogeny_name","PC1","PC2","spp","ElytrPol"
"57","mima01",24.3210881467002,6.93655255508617,39.4513602513669,5.37415840434244,1.472,"Mimadoretus_niveosquamosus",-2.23341809148851,-0.31486708689428,"mima",-0.0796030324136999
"58","mima02",17.1964961548603,1.59106362007613,30.7718604604438,1.95291095030049,1.373,"Mimadoretus_niveosquamosus",-2.23341809148851,-0.31486708689428,"mima",-0.121328720706567
"59","mont01",35.9195476272907,22.129752944083,47.9519089928757,-1.07054527566464,2.996,"Anoplognathus_montanus",0.091698286048102,-0.314837803538723,"mont",-0.0573923678760704
"60","mont02",33.6847593771847,21.8508800184157,44.0026975645768,-4.74543489151366,2.928,"Anoplognathus_montanus",1.54797760786162,0.464968846743108,"mont",-0.0208786533555483
"61","mont03",31.9778005554044,24.7559167549986,38.2782927410752,-13.3274672201096,2.928,"Anoplognathus_montanus",1.58248695906511,0.133498831785926,"mont",0.0797748570558436
"62","mont04",30.1323689113219,17.8822371651181,40.8167355277148,-4.02752100396319,2.726,"Anoplognathus_montanus",1.62562146878763,-0.0591369083904076,"mont",-0.049851703472968
"63","mont05",20.6321567798601,9.83485857478361,30.0391436045396,-6.88906487375043,2.941,"Anoplognathus_montanus",1.79469259648094,-0.206463528403423,"mont",0.00460179251921953
"64","mont06",31.9614916556312,14.4506424157531,47.2276759948131,5.75901172970915,2.816,"Anoplognathus_montanus",1.7087662215119,0.205553407814648,"mont",-0.00468329518032902
"65","mult01",23.1636613203345,14.7031526168502,30.5258652691377,-11.191188314726,1.988,"Anoplognathus_multiseriatus",-1.13107727389631,0.135843599026296,"mult",0.195387526815381
"66","mult02",21.0576851501445,5.90011886671215,34.252661090365,1.19497867929361,2.109,"Anoplognathus_multiseriatus",-1.05551098333679,0.164648843685134,"mult",0.149575534767596
"67","mult03",21.1537216399927,8.43219985047991,32.2215431814399,-3.32689749551567,1.936,"Anoplognathus_multiseriatus",-1.13107727389631,0.135843599026296,"mult",0.181516961258052
"68","narm01",44.849620313493,24.416401650015,62.6769948477768,11.4052092181997,2.621,"Anoplognathus_narmarus",2.48342578810658,-1.76588203019848,"narm",-0.0429745657248305
"69","narm02",45.6051071974222,27.8943499586645,61.0654642059706,6.37248922517601,2.657,"Anoplognathus_narmarus",2.47455590372743,-1.70242914663301,"narm",-0.0228134874885685
"70","narm03",42.7603094824873,26.0986233514488,57.3049945336062,4.3784405001918,2.474,"Anoplognathus_narmarus",2.54193806572957,-2.00312661916747,"narm",0.000227187509308693
"71","neba01",38.2350500459351,28.0893792509478,47.0929088219994,-7.79191263801864,2.377,"Anoplognathus_nebulosus",-0.757554268495537,-3.6562358895282,"neba",0.0511850491644516
"72","neba02",34.2480216457865,22.843385015199,44.2065373324513,-5.51790276960978,2.467,"Anoplognathus_nebulosus",-0.757554268495537,-3.6562358895282,"neba",0.0145097646925637
"73","nebn01",33.2226573867898,16.7290021064752,47.6117952233552,3.90195333845842,2.682,"Anoplognathus_nebulosus",-2.68154942270036,-1.47568085884082,"nebn",0.0623267741018199
"74","nebn02",34.7874875680565,22.2693166329445,45.7040614916709,-3.45567883283587,2.456,"Anoplognathus_nebulosus",-2.68154942270036,-1.47568085884082,"nebn",0.0618943679418459
"75","nebn03",27.4717444062697,10.6183669724552,42.168767165901,4.46983688589894,2.409,"Anoplognathus_nebulosus",0.0894914386153739,-2.12493090591736,"nebn",0.115490225892367
"76","neus01",17.9978537876116,5.87183911946032,28.5384457100226,-4.49141846984832,2.819,"Anoplognathus_aeneus",-2.43431265184029,0.623034344228303,"neus",0.0177647821872123
"77","neus02",26.2065678572668,14.9364401954483,36.0059861348037,-5.94054785211442,3.406,"Anoplognathus_aeneus",-1.37344375722582,0.215342790686586,"neus",0.206320392542411
"78","oliv01",42.3762176821702,29.467010217727,53.6413020876102,-2.59866786088053,2.569,"Anoplognathus_olivieri",-0.612048658125446,0.932537414435671,"oliv",0.0244062529412271
"79","oliv02",41.9827876845957,29.5829944617687,52.8046575574002,-3.54940381091917,2.648,"Anoplognathus_olivieri",-0.612048658125446,0.932537414435671,"oliv",0.0337992492493593
"80","opal01",28.9672260692594,15.5509647881847,40.6410849041447,-1.90994483893585,2.431,"Anoplostethus_opalinus",1.25682029514154,-0.884028150791539,"opal",0.246869374514607
"81","opal02",30.0464251189987,21.9391365993267,37.1108807073679,-11.724068011643,2.745,"Anoplostethus_opalinus",1.28421080124002,-0.816310859099866,"opal",0.406319530377241
"82","pali01",33.0780801528705,17.2887824341921,46.8524574209344,2.59197063673203,2.183,"Anoplognathus_pallidicollis",1.81304643522169,0.594641488040899,"pali",-0.0170171856243765
"83","pali02",33.6692426793997,18.1796990713833,47.1839458844538,2.04708192569681,2.177,"Anoplognathus_pallidicollis",1.79097709125102,0.570071565129162,"pali",-0.0168227448057405
"84","pali03",36.5753107313188,21.1926448196444,50.00026464087,1.89962520445225,1.942,"Anoplognathus_pallidicollis",2.20192419337126,-1.99393144707463,"pali",0.0146109431292169
"85","pali04",27.7079492863044,11.5995234737945,41.7571234563138,3.09304882212108,1.94,"Anoplognathus_pallidicollis",2.35731390009537,-1.28531139962536,"pali",-0.0175161999228655
"86","pali05",24.238115668769,8.90189158422525,37.605721321707,1.59525412358431,2.018,"Anoplognathus_pallidicollis",2.35731390009537,-1.28531139962536,"pali",-0.0200279929931894
"87","pali06",28.2174970338959,15.0089849207195,39.740856043462,-2.27703876298511,2.029,"Anoplognathus_pallidicollis",-0.395600392341179,-1.03264944964295,"pali",-0.0119939248641689
"88","pali07",33.8886980292132,19.6749690999678,46.2909226012226,-0.316809077524837,1.847,"Anoplognathus_pallidicollis",-0.249073612528706,0.18975888964843,"pali",-0.0139763868259355
"89","pczo01",18.8696219666421,5.65313235760768,30.3946687493685,-2.42005789012305,2,"Paraschizognathus_ocularis",-0.447813159621757,1.59806833682669,"pczo",0.016431565283182
"90","pczo02",26.4639425313229,8.41138644486985,42.206053991272,6.67808705208258,1.929,"Paraschizognathus_ocularis",-0.642746858624255,1.29632169173538,"pczo",0.0224713365707396
"91","pczo03",29.2232106525343,10.8088810258547,45.2798545042832,7.39351929674771,1.89,"Paraschizognathus_ocularis",-0.642746858624255,1.29632169173538,"pczo",0.0224209375925743
"92","pczp02",28.0357534462156,5.48512871652443,47.6837461568146,15.0342813949681,2.07,"Paraschizognathus_prasinus",1.01794680921562,1.80409505809895,"pczp",-0.0424090525646387
"93","pczp03",24.0395398481295,12.7476117695663,33.8769476452916,-5.9164788662662,1.846,"Paraschizognathus_prasinus",1.43819633045278,1.1882174038017,"pczp",-0.0805040386264603
"94","pczp04",17.8060881212626,3.80508096299204,30.0011983778634,-0.995636449941938,1.925,"Paraschizognathus_prasinus",1.43819633045278,1.1882174038017,"pczp",-0.0653121292993393
"95","pczv01",35.7029366786676,21.1723706817252,48.3703975714528,0.289701405779446,2.069,"Paraschizognathus_olivaceous",-0.681315295811295,0.748554058667149,"pczv",-0.0682624474091479
"96","pczv02",29.3225608240301,10.9805559983067,45.3183202325761,7.26311173093125,2.01,"Paraschizognathus_olivaceous",-0.647010392807266,0.958817911467625,"pczv",-0.0792202346503918
"97","pczv03",27.0779108577743,10.7297821114308,41.3382906201689,3.52976345913222,1.919,"Paraschizognathus_olivaceous",-0.700823575572647,1.33872729221434,"pczv",-0.0720482183205573
"98","pind01",24.9867585601855,11.4162165533254,36.8156171506257,-1.66814207095613,2.287,"Anoplognathus_pindarus",1.27173933027977,0.51817586401456,"pind",-0.00826455962341172
"99","pind02",27.0235936366559,13.4415449995452,38.8615921960586,-1.6144427864059,2.177,"Anoplognathus_pindarus",1.27173933027977,0.51817586401456,"pind",-0.00486638892447526
"100","pind04",33.0732744895051,15.396158851435,48.4897793271071,6.09102913947483,2.454,"Anoplognathus_pindarus",1.82001867438487,0.584865050440905,"pind",0.0151925723739066
"101","pind05",28.9707370247363,10.1886626585884,45.3434302424378,8.06719164509167,2.48,"Anoplognathus_pindarus",1.80204617623241,0.675996893468676,"pind",0.0324894102573182
"102","pind06",26.550847019301,10.3344389069343,40.6862096431074,3.26657381721092,2.473,"Anoplognathus_pindarus",1.79894169090241,0.632880685884004,"pind",0.0138725483104726
"103","pind07",28.4127782918421,15.4837121269567,39.6915088810351,-2.79336574183784,2.528,"Anoplognathus_pindarus",1.27173933027977,0.51817586401456,"pind",0.036773598507235
"104","pind08",34.575233475451,17.8647618799933,49.1533347989023,4.32626836151917,2.418,"Anoplognathus_pindarus",0.981295939984852,0.781149484578801,"pind",0.0147313441529306
"105","pine01",21.3888709202437,10.4771506259173,30.885987121529,-6.67403141565279,1.934,"Anoplognathus_mcalpinei",-2.9213121444457,-0.919655160075895,"pine",0.15605577920392
"106","poro01",25.4692805457213,7.96895587191825,40.7196477837791,5.62689109802298,2.591,"Anoplognathus_porosus",1.80289624247097,0.580358917117528,"poro",0.00389699002984288
"107","poro02",30.7684937902825,10.0573738736765,48.8200874030252,11.6729950013709,2.295,"Anoplognathus_porosus",1.80289624247097,0.580358917117528,"poro",-0.0189380731064536
"108","poro03",30.1200017217466,19.563342488626,39.3346980108941,-7.16322876561096,2.204,"Anoplognathus_porosus",0.472431696906063,0.783119150220357,"poro",0.0105323601472629
"109","poro04",31.2331365473483,17.5053801089548,43.1977919619287,-1.27575769516166,2.288,"Anoplognathus_porosus",0.091698286048102,-0.314837803538723,"poro",0.00919016214281327
"110","poro05",26.8239234647751,13.8899525267167,38.1047503022744,-2.81237434594209,2.603,"Anoplognathus_porosus",0.933880012730153,0.184880014860711,"poro",0.0374417598365955
"111","poro06",24.1910346827816,10.6846370581542,35.9569285120868,-1.80719034789904,2.53,"Anoplognathus_porosus",-1.3618462697883,0.251619164958525,"poro",0.0389666030849461
"112","poro07",29.63663091779,17.8201138593645,39.9322450064583,-4.85090205111458,2.307,"Anoplognathus_porosus",-1.3618462697883,0.251619164958525,"poro",0.0372264072620071
"113","poro08",25.6057069518101,13.1206315657254,36.4823894813843,-3.67796926756159,2.457,"Anoplognathus_porosus",1.80289624247097,0.580358917117528,"poro",0.0322276637922119
"114","poro09",22.2690146679544,6.79691874945902,35.7526482996718,1.81280148109716,2.249,"Anoplognathus_porosus",1.73808293547668,0.599984287181982,"poro",0.0252491985702418
"115","poro12",34.8985103627685,18.4683973928148,49.2282725563413,3.80742173655498,2.305,"Anoplognathus_porosus",0.925826268946105,1.95307135019445,"poro",0.0180849444655244
"116","poro13",27.8083816779462,10.4196616346446,42.9530718141473,5.4496040670578,2.251,"Anoplognathus_porosus",1.36623133897778,0.499977922996288,"poro",0.0402592742099232
"117","poro14",27.8212708211789,9.95090425414672,43.3880034903297,6.34564315949351,2.789,"Anoplognathus_porosus",1.36623133897778,0.499977922996288,"poro",0.0480469324036798
"118","poro15",23.061341809011,9.59753179653186,34.7970086350047,-1.89774615896971,2.676,"Anoplognathus_porosus",-0.682096637204039,-0.522343357907862,"poro",0.0304026493702559
"119","prsi01",48.1770449733147,13.2929766548077,78.5831490980725,38.2532578744672,2.093,"Anoplognathus_prasinus",-1.08458105125882,0.818741125186217,"prsi",-0.0333573266155403
"120","prsi02",44.8426939806634,12.2274245575789,73.2709068979358,33.9891783164091,1.976,"Anoplognathus_prasinus",-1.70712509704969,1.55855642882947,"prsi",-0.0144849471261011
"121","prsi03",50.1797147603925,15.447383283677,80.4473281442758,37.9981894900661,1.886,"Anoplognathus_prasinus",-0.962972730690673,1.25753557057994,"prsi",-0.018098380845632
"122","punc01",23.3944651225093,8.72953372213254,36.1530047796445,0.312082620740343,2.177,"Anoplognathus_punctulatus",-1.40074620549594,-0.220917284386474,"punc",0.076965040346983
"123","punc02",24.6182053921422,9.70846253088886,37.5980611218656,0.794185946153193,1.885,"Anoplognathus_punctulatus",-2.67701823706036,-0.234589037010809,"punc",0.10613731277367
"124","pvul01",36.0842199515843,29.1921215490403,42.0948889723052,-13.87467839897,1.635,"Anoplognathus_parvulus",-0.537628145533765,-1.5950636434753,"pvul",0.166299528108989
"125","pvul02",38.6767778894285,27.4813955809662,48.4305603655984,-5.85619951533231,1.649,"Anoplognathus_parvulus",-0.349029894642911,-1.79834925114113,"pvul",0.414058319586896
"126","pvul03",39.0131813178616,27.0413209227316,49.4243395454076,-4.42952754906369,1.525,"Anoplognathus_parvulus",-2.06327975988162,-0.847526556198793,"pvul",0.404445150625907
"127","pvul04",34.6775361664931,25.1198574879291,43.0269392885096,-8.93682201412112,1.686,"Anoplognathus_parvulus",-2.74242971886476,-0.523659492848997,"pvul",0.348784343796737
"128","rayn01",16.507690485535,7.36779568641822,24.4344990378369,-10.0669081963205,2.137,"Calloodes_rayneri",-1.95154574965647,0.0164641356179449,"rayn",0.400322817375311
"129","rayn02",17.6822702032848,9.65508277112669,24.6353515870405,-12.1160149688011,2.303,"Calloodes_rayneri",-2.79955977059224,1.09809380114901,"rayn",0.166003737688753
"130","rayn03",16.5518674196525,7.06838833589459,24.7825471087754,-9.42433900304667,2.31,"Calloodes_rayneri",-2.79955977059224,1.09809380114901,"rayn",0.212127659942243
"131","repa01",12.8649677209196,2.24890080910482,22.087117904447,-7.37893311101276,2.37,"Repsimus_aeneus",-0.800142095615694,1.13858321175628,"repa",0.0701134571359575
"132","repa02",10.7986585113672,3.52832656417305,17.112703538839,-13.6118934297125,2.216,"Repsimus_aeneus",1.68665610300251,0.675920523950255,"repa",0.0513398926129206
"133","reps01",12.1269992077384,1.87137759026981,21.0391048099174,-8.05558403983575,2.075,"Repsimus_manicatus",0.436474874987345,1.09383212919719,"reps",0.0357721741073744
"134","reps02",13.7098578756726,4.89984207843425,21.363744254169,-10.7099855524844,2.366,"Repsimus_manicatus",0.914940573394486,0.663670714314644,"reps",0.0477717028335826
"135","rept01",11.1606971310906,3.43101114304873,17.8695929634802,-12.7592767391911,2.282,"Repsimus_manicatus",1.64766969886853,0.766462061899199,"rept",0.0634660097909498
"136","rept02",14.09998336713,3.47942160634954,23.3226348722206,-7.35385525112234,1.98,"Repsimus_manicatus",1.09688687804817,2.24085030208036,"rept",0.0585501310266698
"137","rina02",27.5474636255621,14.0532895366494,39.3102296589392,-1.76756639363707,2.52,"Anoplognathus_rhinastus",-0.738899147747704,0.969340713162671,"rina",0.113400712730468
"138","rina03",26.7398112284033,13.3847064644146,38.3789009162297,-2.04122311705709,2.714,"Anoplognathus_rhinastus",0.965645841012125,0.0541602810103804,"rina",0.0780115123688815
"139","rina04",26.077007904338,13.3322269170676,37.1872392937091,-3.1812616409556,2.544,"Anoplognathus_rhinastus",0.965645841012125,0.0541602810103804,"rina",0.0687485050761196
"140","roci02",26.0840083934277,13.8100562820068,36.7842326941972,-4.05429958939912,1.809,"Anoplognathus_rothschildti",-1.18042992616864,0.385440710522702,"roci",0.0571626592647922
"141","roci03",27.2763404080445,15.5714493129512,37.4846901625462,-5.08648980468281,1.687,"Anoplognathus_rothschildti",-1.85716160203828,0.783068034531918,"roci",0.053161594710244
"142","roci04",38.974600022738,27.5660398631347,48.9267461751629,-5.4432766214574,1.564,"Anoplognathus_rothschildti",-1.18042992616864,0.385440710522702,"roci",0.0570202559597645
"143","rose01",38.518867242523,27.1450945757705,48.4460349270785,-5.50991226899478,2.207,"Anoplostethus_roseus",-3.28956287936513,-1.84735839751286,"rose",0.518633599914006
"144","rose02",34.1784614945281,22.9443885421759,43.9695263616617,-5.85426892347369,1.708,"Anoplostethus_roseus",-0.898650606763668,-3.62903497174751,"rose",0.333442086233179
"145","rose03",29.2279381773945,20.3008082070444,37.0148609895902,-10.2084963105563,1.811,"Anoplostethus_roseus",-2.67373663945803,-2.18563074117611,"rose",0.406881869017664
"146","rose04",37.6390978182539,30.0975810323398,44.2610668698674,-12.5991831876683,2.078,"Anoplostethus_roseus",-0.898650606763668,-3.62903497174751,"rose",0.501785012728037
"147","rubi01",20.6195213673906,9.56297270163255,30.2549111512822,-6.40584854070543,1.952,"Anoplognathus_suturalis",1.23702028442013,0.917469002465817,"rubi",-0.00217294153353069
"148","rubi02",29.6827738556128,12.7554492343765,44.4384658282494,4.63732975669543,2.207,"Anoplognathus_suturalis",1.23702028442013,0.917469002465817,"rubi",0.0467761951237563
"149","rubi03",23.6296256648676,11.168389246512,34.4924282716956,-3.74754810213592,2.399,"Anoplognathus_suturalis",0.768802781412036,1.87226398976025,"rubi",0.114286653352416
"150","rubi04",22.737272228676,10.9026523890624,33.0554520488885,-4.92312420445489,2.388,"Anoplognathus_suturalis",0.768802781412036,1.87226398976025,"rubi",0.093105604016784
"151","rubi05",22.5720917569551,11.6463329490503,32.0949682347248,-6.61515195968599,2.128,"Anoplognathus_suturalis",1.93566606730398,0.869193903773614,"rubi",0.118099314619652
"152","rubi06",24.3531499462879,12.7301479398394,34.4892567284625,-5.28699095724999,2.259,"Anoplognathus_suturalis",1.93566606730398,0.869193903773614,"rubi",0.0986615344397873
"153","rugo01",21.1493939185943,5.36451122528186,34.9049040843201,2.37408837645272,1.975,"Anoplognathus_rugosus",0.59563267585988,0.951857706450751,"rugo",-0.0359126669890908
"154","rugo02",15.0893394354384,2.66694861461797,25.9043252274753,-3.97295119261879,2.071,"Anoplognathus_rugosus",0.835151958771001,2.07655302566044,"rugo",-0.0463779831044408
"155","rugo03",21.6884611359193,5.1678407297004,36.0773349678853,3.73998015864848,2.034,"Anoplognathus_rugosus",0.835151958771001,2.07655302566044,"rugo",-0.0451372406497334
"156","smgg01",21.3231238081827,6.55642289619307,34.1649961122478,0.461720334754822,2.006,"Anoplognathus_smaragdinus",-4.50307578468894,0.600536607494601,"smgg",0.215123397154204
