"","ind","R_ALL","R_VIS","R_NIR","Res","size","phylogeny_name","PC1","PC2","phylogeny_name.1"
"26","brun06",23.940612952693,7.2370485560396,38.4943378809528,4.12154402757544,1.92,"Anoplognathus_flavipennis",0.915578957884704,0.681555711945997,"Anoplognathus_flavipennis"
"27","brun07",27.6655496439268,14.1967429771856,39.4128442809639,-1.80606409980238,2.024,"Anoplognathus_flavipennis",0.72067193240746,1.21325246837131,"Anoplognathus_flavipennis"
"28","brun08",33.9997091037429,17.8219459087261,48.1120621416769,3.3271129331776,2.138,"Anoplognathus_flavipennis",0.0965166608152082,1.6174869114541,"Anoplognathus_flavipennis"
"29","brun09",35.5136056380081,22.0489808484541,47.2614084816777,-1.68159186491847,2.083,"Anoplognathus_flavipennis",0.944843555915989,0.165980980399323,"Anoplognathus_flavipennis"
"30","brun10",24.7435044531491,8.48970590834357,38.9011125518951,3.29610429677734,2.229,"Anoplognathus_flavipennis",0.944843555915989,0.165980980399323,"Anoplognathus_flavipennis"
"31","brun11",31.4314946916648,16.0885923824421,44.7927836666534,1.71290023249877,2.446,"Anoplognathus_flavipennis",0.944843555915989,0.165980980399323,"Anoplognathus_flavipennis"
"32","brun12",29.1920579312952,15.37722842967,41.241458871845,-1.13866983219718,2.278,"Anoplognathus_flavipennis",-0.185176949390178,0.905792290592698,"Anoplognathus_flavipennis"
"33","clor01",15.8815143951789,6.33222403873711,24.2012168272617,-9.28151894341859,2.546,"Anoplognathus_brunnipennis",1.24940527776458,0.627431101129911,"Anoplognathus_brunnipennis"
"34","clor02",29.5635718541038,17.8846199715912,39.7407988616904,-5.10580158985317,2.318,"Anoplognathus_brunnipennis",1.24940527776458,0.627431101129911,"Anoplognathus_brunnipennis"
"35","clor03",26.5441306369289,15.1845257965149,36.4461687936189,-5.74440212002662,2.473,"Anoplognathus_brunnipennis",1.25506947992307,0.563152956929347,"Anoplognathus_brunnipennis"
