"","wl","anom03","anom02","atki03","atki04","aurs03","aurs04","clor17","conc05","conc06","ecry04","ecry05","fchi03","fchi04","gray04","gray05","hirs15","hirs16","lats04","lats05","mcla03","macl06","macl07","narm04","narm05","pczo05","pczv04","pczv05","opal03","pali08","pali09","poro16","poro17","pczp05","pczp06","prsi04","prsi05","prsi06","pvul05","pvul06","rayn04","rayn05","repa03","reps03","smgg03","smgg04","tars05","tars06","xyle07","xyle08","xyle09","Sun"
"1",400,0.692272727,0.151363636,0.344545455,0.026363636,0.573181818,0.570454545,0.757272727,2.066818182,1.587272727,0.523636364,0.554090909,0,0.009090909,0.010454545,0.066818182,0.635454545,0.595454545,0.214545455,0.186363636,0.070909091,0.306818182,0.191363636,0.225,0.215909091,2.171363636,2.761818182,0.64,0.465,0.238636364,0.285,1.104545455,0.108181818,0.594545455,0.885,0.048181818,0.051363636,0.047727273,0.532727273,0.978181818,0.288181818,0.380454545,0.038181818,0.182727273,0.456818182,0.149545455,0.455909091,0.397727273,0.734545455,0,0,1.09474
"2",401,0.682875494,0.1476383395,0.339881423,0.030355731,0.5668083005,0.567618577,0.7529841895,2.1086264825,1.6158102765,0.5166007905,0.5485671935,0,0.009762846,0.0093577075,0.065583004,0.6277272725,0.5912055335,0.2100988145,0.182312253,0.0711067195,0.309061265,0.1908992095,0.2279347825,0.21534585,2.209812253,2.815256917,0.644130435,0.4620652175,0.2417094865,0.286195652,1.127055336,0.107786561,0.599664032,0.896630435,0.0451778655,0.0502470355,0.0460375495,0.5248418975,0.9714822135,0.283438735,0.375662055,0.0416996045,0.180928854,0.4516699605,0.1460770755,0.458389328,0.403646245,0.7281422925,0,0,1.117765
"3",402,0.673478261,0.143913043,0.335217391,0.034347826,0.560434783,0.564782609,0.748695652,2.150434783,1.644347826,0.509565217,0.543043478,0,0.010434783,0.00826087,0.064347826,0.62,0.586956522,0.205652174,0.17826087,0.071304348,0.311304348,0.190434783,0.230869565,0.214782609,2.24826087,2.868695652,0.64826087,0.459130435,0.244782609,0.287391304,1.149565217,0.107391304,0.604782609,0.90826087,0.042173913,0.049130435,0.044347826,0.516956522,0.964782609,0.278695652,0.370869565,0.045217391,0.179130435,0.446521739,0.142608696,0.460869565,0.409565217,0.72173913,0,0,1.14079
"4",403,0.661284585,0.1412747035,0.32965415,0.0367193675,0.5558992095,0.5623913045,0.7454841895,2.1995355735,1.6769466405,0.505918972,0.5392490115,0,0.010671937,0.0068577075,0.0624011855,0.6127272725,0.5846146245,0.202144269,0.1768577075,0.0711067195,0.3145158105,0.191353755,0.2336166005,0.213754941,2.287312253,2.925938735,0.6539031625,0.458428854,0.2458003955,0.2891501975,1.174328063,0.1098320155,0.613527668,0.9204940715,0.0410869565,0.048428854,0.0424011855,0.5137055335,0.9608003955,0.273666008,0.3663438735,0.0466996045,0.178201581,0.4414426875,0.1399407115,0.4654347825,0.417509881,0.7160968375,0,0,1.14538
"5",404,0.649090909,0.138636364,0.324090909,0.039090909,0.551363636,0.56,0.742272727,2.248636364,1.709545455,0.502272727,0.535454545,0,0.010909091,0.005454545,0.060454545,0.605454545,0.582272727,0.198636364,0.175454545,0.070909091,0.317727273,0.192272727,0.236363636,0.212727273,2.326363636,2.983181818,0.659545455,0.457727273,0.246818182,0.290909091,1.199090909,0.112272727,0.622272727,0.932727273,0.04,0.047727273,0.040454545,0.510454545,0.956818182,0.268636364,0.361818182,0.048181818,0.177272727,0.436363636,0.137272727,0.47,0.425454545,0.710454545,0,0,1.14997
"6",405,0.6367193675,0.135839921,0.3185671935,0.0358498025,0.546551383,0.557826087,0.7374407115,2.303013834,1.747816206,0.498527668,0.533162055,0,0.010889328,0.008162055,0.059140316,0.5962055335,0.5802667985,0.196492095,0.173814229,0.0726284585,0.319081028,0.1898320155,0.238181818,0.2078853755,2.3664426875,3.0448517785,0.6691205535,0.4553853755,0.2458003955,0.293063241,1.2260671935,0.115049407,0.630918972,0.9463636365,0.037173913,0.043428854,0.035444664,0.5087055335,0.956887352,0.2647529645,0.358083004,0.048221344,0.173853755,0.428181818,0.133418972,0.476521739,0.4320750985,0.7067490115,0,0,1.15019
"7",406,0.624347826,0.133043478,0.313043478,0.032608696,0.54173913,0.555652174,0.732608696,2.357391304,1.786086957,0.494782609,0.530869565,0,0.010869565,0.010869565,0.057826087,0.586956522,0.57826087,0.194347826,0.172173913,0.074347826,0.320434783,0.187391304,0.24,0.203043478,2.406521739,3.106521739,0.678695652,0.453043478,0.244782609,0.295217391,1.253043478,0.117826087,0.639565217,0.96,0.034347826,0.039130435,0.030434783,0.506956522,0.956956522,0.260869565,0.354347826,0.04826087,0.170434783,0.42,0.129565217,0.483043478,0.438695652,0.703043478,0,0,1.15041
"8",407,0.617855731,0.1319762845,0.310612648,0.030395257,0.536551383,0.5555533595,0.727213439,2.417786561,1.8305434785,0.491027668,0.5304347825,0,0.013162055,0.015662055,0.058685771,0.5787055335,0.576630435,0.1935375495,0.1717687745,0.077855731,0.323171937,0.18437747,0.2413636365,0.1969762845,2.4475790515,3.170988142,0.690029644,0.44993083,0.244664032,0.2941996045,1.2826581025,0.119367589,0.650237154,0.976818182,0.031264822,0.0354743085,0.027944664,0.5039328065,0.961887352,0.2604347825,0.3510375495,0.0493577075,0.167944664,0.4122727275,0.1247826085,0.492203557,0.4473023715,0.70243083,0,0,1.15342
"9",408,0.611363636,0.130909091,0.308181818,0.028181818,0.531363636,0.555454545,0.721818182,2.478181818,1.875,0.487272727,0.53,0,0.015454545,0.020454545,0.059545455,0.570454545,0.575,0.192727273,0.171363636,0.081363636,0.325909091,0.181363636,0.242727273,0.190909091,2.488636364,3.235454545,0.701363636,0.446818182,0.244545455,0.293181818,1.312272727,0.120909091,0.660909091,0.993636364,0.028181818,0.031818182,0.025454545,0.500909091,0.966818182,0.26,0.347727273,0.050454545,0.165454545,0.404545455,0.12,0.501363636,0.455909091,0.701818182,0,0,1.15643
"10",409,0.6089426875,0.131541502,0.308221344,0.0258300395,0.5308992095,0.5599011855,0.720256917,2.55256917,1.931630435,0.485592885,0.533695652,0,0.0170750985,0.02479249,0.060859684,0.567618577,0.575326087,0.1920158105,0.172855731,0.085029644,0.332737154,0.181986166,0.24527668,0.1876284585,2.5362747035,3.310770751,0.7180731225,0.44493083,0.2457509885,0.293112648,1.3476581025,0.124367589,0.675889328,1.0157312255,0.0260474305,0.030909091,0.0270750985,0.4998023715,0.9758003955,0.260869565,0.3460375495,0.0515316205,0.1640316205,0.399229249,0.115869565,0.5108992095,0.469911067,0.7026482215,0,0,1.159215
"11",410,0.606521739,0.132173913,0.30826087,0.023478261,0.530434783,0.564347826,0.718695652,2.626956522,1.98826087,0.483913043,0.537391304,0,0.018695652,0.029130435,0.062173913,0.564782609,0.575652174,0.191304348,0.174347826,0.088695652,0.339565217,0.182608696,0.247826087,0.184347826,2.583913043,3.386086957,0.734782609,0.443043478,0.246956522,0.293043478,1.383043478,0.127826087,0.690869565,1.037826087,0.023913043,0.03,0.028695652,0.498695652,0.984782609,0.26173913,0.344347826,0.052608696,0.162608696,0.393913043,0.11173913,0.520434783,0.483913043,0.703478261,0,0,1.162
"12",411,0.5975790515,0.1319960475,0.303221344,0.021284585,0.5286264825,0.568083004,0.713666008,2.70756917,2.0489031625,0.479911067,0.5364229245,0,0.018666008,0.02979249,0.060632411,0.559436759,0.574416996,0.189061265,0.1742193675,0.0904841895,0.3488735175,0.1840316205,0.25277668,0.180355731,2.630820158,3.460088933,0.7505731225,0.438112648,0.24756917,0.290839921,1.4176581025,0.1305039525,0.7047529645,1.0570948615,0.023092885,0.0288636365,0.030029644,0.4941205535,0.988754941,0.257460474,0.338992095,0.0517588935,0.1601679845,0.386501976,0.109278656,0.527944664,0.4987747035,0.698102767,0,0,1.176605
"13",412,0.588636364,0.131818182,0.298181818,0.019090909,0.526818182,0.571818182,0.708636364,2.788181818,2.109545455,0.475909091,0.535454545,0,0.018636364,0.030454545,0.059090909,0.554090909,0.573181818,0.186818182,0.174090909,0.092272727,0.358181818,0.185454545,0.257727273,0.176363636,2.677727273,3.534090909,0.766363636,0.433181818,0.248181818,0.288636364,1.452272727,0.133181818,0.718636364,1.076363636,0.022272727,0.027727273,0.031363636,0.489545455,0.992727273,0.253181818,0.333636364,0.050909091,0.157727273,0.379090909,0.106818182,0.535454545,0.513636364,0.692727273,0,0,1.19121
"14",413,0.568666008,0.1278656125,0.2864822135,0.01715415,0.519061265,0.5704743085,0.691492095,2.865612648,2.167164032,0.4620849805,0.525335968,0,0.015839921,0.0274011855,0.054980237,0.5376976285,0.5618083005,0.1814525695,0.1698715415,0.094179842,0.366916996,0.185118577,0.2595158105,0.169703557,2.7166897235,3.587262846,0.772529644,0.42006917,0.247786561,0.283448617,1.4820059285,0.1333300395,0.727796443,1.0905731225,0.021353755,0.0279940715,0.031986166,0.473685771,0.9854940715,0.242460474,0.3213833995,0.0495849805,0.1503853755,0.364762846,0.102104743,0.539683794,0.528992095,0.6776679845,0,0,1.192745
"15",414,0.548695652,0.123913043,0.274782609,0.015217391,0.511304348,0.569130435,0.674347826,2.943043478,2.224782609,0.44826087,0.515217391,0,0.013043478,0.024347826,0.050869565,0.521304348,0.550434783,0.176086957,0.165652174,0.096086957,0.375652174,0.184782609,0.261304348,0.163043478,2.755652174,3.640434783,0.778695652,0.406956522,0.247391304,0.27826087,1.51173913,0.133478261,0.736956522,1.104782609,0.020434783,0.02826087,0.032608696,0.457826087,0.97826087,0.23173913,0.309130435,0.04826087,0.143043478,0.350434783,0.097391304,0.543913043,0.544347826,0.662608696,0,0,1.19428
"16",415,0.5257114625,0.1185474305,0.262164032,0.015563241,0.503833992,0.5679743085,0.656264822,3.023112648,2.2864822135,0.4311758895,0.501245059,0,0.0110671935,0.020355731,0.0472529645,0.503833992,0.537944664,0.1689525695,0.160326087,0.097816206,0.3864624505,0.187164032,0.262243083,0.159021739,2.792826087,3.6827173915,0.7791205535,0.3912055335,0.24937747,0.272539526,1.538369565,0.1333300395,0.746660079,1.1167094865,0.0227173915,0.030721344,0.0358498025,0.43777668,0.966630435,0.2197332015,0.294337945,0.047312253,0.137203557,0.335671937,0.09437747,0.549001976,0.560583004,0.64562253,0,0,1.20132
"17",416,0.502727273,0.113181818,0.249545455,0.015909091,0.496363636,0.566818182,0.638181818,3.103181818,2.348181818,0.414090909,0.487272727,0,0.009090909,0.016363636,0.043636364,0.486363636,0.525454545,0.161818182,0.155,0.099545455,0.397272727,0.189545455,0.263181818,0.155,2.83,3.725,0.779545455,0.375454545,0.251363636,0.266818182,1.565,0.133181818,0.756363636,1.128636364,0.025,0.033181818,0.039090909,0.417727273,0.955,0.207727273,0.279545455,0.046363636,0.131363636,0.320909091,0.091363636,0.554090909,0.576818182,0.628636364,0.000909091,0,1.20836
"18",417,0.4757114625,0.107460474,0.236511858,0.0157806325,0.4901383395,0.566235178,0.619960474,3.1896343875,2.416264822,0.395088933,0.4701581025,0,0.00715415,0.012529644,0.040296443,0.4677470355,0.5118577075,0.1526482215,0.1472826085,0.099990119,0.409071146,0.1932509885,0.26506917,0.1514130435,2.8680434785,3.759021739,0.774555336,0.358162055,0.255681818,0.2631916995,1.5905434785,0.1341996045,0.765355731,1.1395355735,0.029673913,0.03506917,0.0410671935,0.397124506,0.9401086955,0.1951679845,0.2634683795,0.042312253,0.125029644,0.305019763,0.089160079,0.5592193675,0.593409091,0.6097529645,0.0004545455,0,1.21331
"19",418,0.448695652,0.10173913,0.223478261,0.015652174,0.483913043,0.565652174,0.60173913,3.276086957,2.484347826,0.376086957,0.453043478,0,0.005217391,0.008695652,0.036956522,0.449130435,0.49826087,0.143478261,0.139565217,0.100434783,0.420869565,0.196956522,0.266956522,0.147826087,2.906086957,3.793043478,0.769565217,0.340869565,0.26,0.259565217,1.616086957,0.135217391,0.774347826,1.150434783,0.034347826,0.036956522,0.043043478,0.376521739,0.925217391,0.182608696,0.247391304,0.03826087,0.118695652,0.289130435,0.086956522,0.564347826,0.61,0.590869565,1.51e-19,0,1.21826
"20",419,0.4204841895,0.0954150195,0.2085573125,0.013735178,0.4776383395,0.565326087,0.5835968375,3.3671343875,2.556492095,0.358498024,0.4362944665,0,0.002381423,0.005256917,0.0332509885,0.430928854,0.486630435,0.136284585,0.1316007905,0.100444664,0.432480237,0.198478261,0.2687055335,0.144140316,2.945088933,3.8285671935,0.7638735175,0.324298419,0.2636363635,0.257509881,1.642816206,0.135563241,0.7833102765,1.1618083005,0.0383102765,0.03756917,0.0426581025,0.357806324,0.912835968,0.169713439,0.2309683795,0.032539526,0.1123023715,0.273201581,0.085978261,0.5717193675,0.6277272725,0.57270751,0,0,1.219375
"21",420,0.392272727,0.089090909,0.193636364,0.011818182,0.471363636,0.565,0.565454545,3.458181818,2.628636364,0.340909091,0.419545455,0,0,0.001818182,0.029545455,0.412727273,0.475,0.129090909,0.123636364,0.100454545,0.444090909,0.2,0.270454545,0.140454545,2.984090909,3.864090909,0.758181818,0.307727273,0.267272727,0.255454545,1.669545455,0.135909091,0.792272727,1.173181818,0.042272727,0.038181818,0.042272727,0.339090909,0.900454545,0.156818182,0.214545455,0.026818182,0.105909091,0.257272727,0.085,0.579090909,0.645454545,0.554545455,0,0,1.22049
"22",421,0.378092885,0.085632411,0.1866007905,0.0106916995,0.4730731225,0.571630435,0.5585968375,3.5621343875,2.7141007905,0.3313241105,0.4132509885,0,0,0.00243083,0.029337945,0.4035375495,0.471630435,0.124328063,0.1185573125,0.1043577075,0.4563932805,0.200652174,0.2715316205,0.1387055335,3.0335671935,3.9257411065,0.761264822,0.2979940715,0.2745059285,0.2583794465,1.7069466405,0.138389328,0.8067885375,1.1920256915,0.0433102765,0.03756917,0.0411363635,0.3304150195,0.9058794465,0.1523221345,0.206837945,0.02493083,0.100998024,0.248201581,0.083369565,0.592588933,0.665335968,0.552490119,0,0,1.21875
"23",422,0.363913043,0.082173913,0.179565217,0.009565217,0.474782609,0.57826087,0.55173913,3.666086957,2.799565217,0.32173913,0.406956522,0,0,0.003043478,0.029130435,0.394347826,0.46826087,0.119565217,0.113478261,0.10826087,0.468695652,0.201304348,0.272608696,0.136956522,3.083043478,3.987391304,0.764347826,0.28826087,0.28173913,0.261304348,1.744347826,0.140869565,0.821304348,1.210869565,0.044347826,0.036956522,0.04,0.32173913,0.911304348,0.147826087,0.199130435,0.023043478,0.096086957,0.239130435,0.08173913,0.606086957,0.685217391,0.550434783,0,0,1.21701
"24",423,0.364565217,0.082826087,0.1810869565,0.010869565,0.4895652175,0.598478261,0.563043478,3.801956522,2.917173913,0.3210869565,0.411304348,0,0,0.005869565,0.031521739,0.4,0.4795652175,0.116521739,0.111956522,0.115,0.487173913,0.206521739,0.280652174,0.140652174,3.1576086955,4.102391304,0.786304348,0.2871739135,0.2982608695,0.2717391305,1.7995652175,0.1454347825,0.8439130435,1.242391304,0.0454347825,0.036304348,0.0404347825,0.3219565215,0.9395652175,0.1502173915,0.1989130435,0.0226086955,0.097608696,0.2404347825,0.0828260865,0.6315217395,0.7104347825,0.5673913045,0,0,1.21439
"25",424,0.365217391,0.083478261,0.182608696,0.012173913,0.504347826,0.618695652,0.574347826,3.937826087,3.034782609,0.320434783,0.415652174,0,0.000869565,0.008695652,0.033913043,0.405652174,0.490869565,0.113478261,0.110434783,0.12173913,0.505652174,0.21173913,0.288695652,0.144347826,3.232173913,4.217391304,0.80826087,0.286086957,0.314782609,0.282173913,1.854782609,0.15,0.866521739,1.273913043,0.046521739,0.035652174,0.040869565,0.322173913,0.967826087,0.152608696,0.198695652,0.022173913,0.099130435,0.24173913,0.083913043,0.656956522,0.735652174,0.584347826,0,0,1.21177
"26",425,0.3741304345,0.0854347825,0.1886956525,0.013478261,0.523043478,0.6410869565,0.591304348,4.059130435,3.1432608695,0.3286956525,0.427826087,0,0.0017391305,0.0117391305,0.0369565215,0.418695652,0.505652174,0.1154347825,0.112826087,0.127391304,0.522826087,0.2176086955,0.2991304345,0.1491304345,3.303478261,4.3339130435,0.8358695655,0.2923913045,0.3315217395,0.294347826,1.9102173915,0.156521739,0.89,1.309565217,0.0469565215,0.0347826085,0.0413043475,0.3297826085,1.0054347825,0.1573913045,0.203043478,0.0217391305,0.102826087,0.2478260865,0.085869565,0.6830434785,0.76,0.6082608695,0,0,1.18799
"27",426,0.383043478,0.087391304,0.194782609,0.014782609,0.54173913,0.663478261,0.60826087,4.180434783,3.25173913,0.336956522,0.44,0,0.002608696,0.014782609,0.04,0.43173913,0.520434783,0.117391304,0.115217391,0.133043478,0.54,0.223478261,0.309565217,0.153913043,3.374782609,4.450434783,0.863478261,0.298695652,0.34826087,0.306521739,1.965652174,0.163043478,0.913478261,1.345217391,0.047391304,0.033913043,0.04173913,0.337391304,1.043043478,0.162173913,0.207391304,0.021304348,0.106521739,0.253913043,0.087826087,0.709130435,0.784347826,0.632173913,0.000434783,0,1.16421
"28",427,0.392173913,0.0884782605,0.2,0.0158695655,0.567173913,0.6926086955,0.6308695655,4.3358695655,3.3934782605,0.3495652175,0.4576086955,0,0.004782609,0.016956522,0.0445652175,0.4482608695,0.539782609,0.122826087,0.121521739,0.140652174,0.562173913,0.231521739,0.3241304345,0.1606521735,3.467826087,4.595434783,0.8980434785,0.308043478,0.3671739135,0.321304348,2.0404347825,0.172826087,0.946304348,1.3932608695,0.0489130435,0.0347826085,0.0426086955,0.349347826,1.0960869565,0.1660869565,0.2132608695,0.021956522,0.110217391,0.2604347825,0.0904347825,0.7417391305,0.8189130435,0.664347826,0.0039130435,0,1.144095
"29",428,0.401304348,0.089565217,0.205217391,0.016956522,0.592608696,0.72173913,0.653478261,4.491304348,3.535217391,0.362173913,0.475217391,0,0.006956522,0.019130435,0.049130435,0.464782609,0.559130435,0.12826087,0.127826087,0.14826087,0.584347826,0.239565217,0.338695652,0.167391304,3.560869565,4.740434783,0.932608696,0.317391304,0.386086957,0.336086957,2.115217391,0.182608696,0.979130435,1.441304348,0.050434783,0.035652174,0.043478261,0.361304348,1.149130435,0.17,0.219130435,0.022608696,0.113913043,0.266956522,0.093043478,0.774347826,0.853478261,0.696521739,0.007391304,0,1.12398
"30",429,0.4076086955,0.0913043475,0.210217391,0.0195652175,0.612826087,0.746521739,0.671521739,4.6139130435,3.649347826,0.370652174,0.4884782605,0.000217391,0.01,0.0210869565,0.052826087,0.476304348,0.574782609,0.130434783,0.1330434785,0.1565217395,0.6002173915,0.2469565215,0.350217391,0.1717391305,3.635869565,4.8552173915,0.9586956525,0.3239130435,0.4,0.346304348,2.1767391305,0.19,1.0036956525,1.478478261,0.051304348,0.036304348,0.044347826,0.3704347825,1.1932608695,0.172826087,0.2236956525,0.024782609,0.115,0.270652174,0.094347826,0.799347826,0.8810869565,0.7239130435,0.012173913,0,1.11862
"31",430,0.413913043,0.093043478,0.215217391,0.022173913,0.633043478,0.771304348,0.689565217,4.736521739,3.763478261,0.379130435,0.50173913,0.00173913,0.013043478,0.023043478,0.056521739,0.487826087,0.590434783,0.132608696,0.13826087,0.164782609,0.616086957,0.254347826,0.36173913,0.176086957,3.710869565,4.97,0.984782609,0.330434783,0.413913043,0.356521739,2.23826087,0.197391304,1.02826087,1.515652174,0.052173913,0.036956522,0.045217391,0.379565217,1.237391304,0.175652174,0.22826087,0.026956522,0.116086957,0.274347826,0.095652174,0.824347826,0.908695652,0.751304348,0.016956522,0,1.11326
"32",431,0.416521739,0.0941304345,0.219347826,0.0245652175,0.6569565215,0.8039130435,0.71173913,4.8897826085,3.907826087,0.3867391305,0.5147826085,0.001521739,0.0154347825,0.023695652,0.057826087,0.5,0.610434783,0.1323913045,0.1408695655,0.1745652175,0.636086957,0.2669565215,0.378043478,0.181304348,3.8045652175,5.1110869565,1.0145652175,0.335652174,0.429565217,0.3691304345,2.3139130435,0.204347826,1.055434783,1.56,0.0554347825,0.0380434785,0.047173913,0.38673913,1.29,0.1760869565,0.231304348,0.0289130435,0.1171739135,0.276521739,0.0976086955,0.8554347825,0.940869565,0.783478261,0.022173913,0,1.12577
"33",432,0.419130435,0.095217391,0.223478261,0.026956522,0.680869565,0.836521739,0.733913043,5.043043478,4.052173913,0.394347826,0.527826087,0.001304348,0.017826087,0.024347826,0.059130435,0.512173913,0.630434783,0.132173913,0.143478261,0.184347826,0.656086957,0.279565217,0.394347826,0.186521739,3.89826087,5.252173913,1.044347826,0.340869565,0.445217391,0.38173913,2.389565217,0.211304348,1.082608696,1.604347826,0.058695652,0.039130435,0.049130435,0.393913043,1.342608696,0.176521739,0.234347826,0.030869565,0.11826087,0.278695652,0.099565217,0.886521739,0.973043478,0.815652174,0.027391304,0,1.13828
"34",433,0.413201581,0.093745059,0.2210573125,0.026887352,0.697480237,0.8639426875,0.746729249,5.1776581025,4.179041502,0.398083004,0.536640316,0.0008794465,0.017549407,0.023992095,0.0586561265,0.5176778655,0.642490119,0.1317687745,0.1442391305,0.1919466405,0.672588933,0.2906916995,0.4074011855,0.189397233,3.9779940715,5.354950593,1.061264822,0.3420256915,0.4551086955,0.389960474,2.4556916995,0.2183794465,1.1060770755,1.6435375495,0.0620750985,0.0404743085,0.0511561265,0.395592885,1.3842588935,0.173488142,0.232173913,0.031798419,0.1170849805,0.275029644,0.099555336,0.9107608695,1.0003853755,0.8391897235,0.028695652,0,1.157055
"35",434,0.407272727,0.092272727,0.218636364,0.026818182,0.714090909,0.891363636,0.759545455,5.312272727,4.305909091,0.401818182,0.545454545,0.000454545,0.017272727,0.023636364,0.058181818,0.523181818,0.654545455,0.131363636,0.145,0.199545455,0.689090909,0.301818182,0.420454545,0.192272727,4.057727273,5.457727273,1.078181818,0.343181818,0.465,0.398181818,2.521818182,0.225454545,1.129545455,1.682727273,0.065454545,0.041818182,0.053181818,0.397272727,1.425909091,0.170454545,0.23,0.032727273,0.115909091,0.271363636,0.099545455,0.935,1.027727273,0.862727273,0.03,0,1.17583
"36",435,0.3949407115,0.090701581,0.212144269,0.0253656125,0.7263932805,0.919160079,0.767164032,5.4417885375,4.425563241,0.399604743,0.5499011855,0.001966403,0.015592885,0.0216007905,0.0564822135,0.5239822135,0.66270751,0.12937747,0.143804348,0.207381423,0.70215415,0.3111264825,0.431314229,0.1920059285,4.134298419,5.5403853755,1.0864822135,0.3398517785,0.473369565,0.405612648,2.583735178,0.2312055335,1.151729249,1.718754941,0.065770751,0.043083004,0.0541996045,0.3942885375,1.4638241105,0.1665316205,0.223478261,0.031798419,0.1120849805,0.263507905,0.0962944665,0.9557608695,1.0525592885,0.883320158,0.0297826085,0,1.223545
"37",436,0.382608696,0.089130435,0.205652174,0.023913043,0.738695652,0.946956522,0.774782609,5.571304348,4.545217391,0.397391304,0.554347826,0.003478261,0.013913043,0.019565217,0.054782609,0.524782609,0.670869565,0.127391304,0.142608696,0.215217391,0.715217391,0.320434783,0.442173913,0.19173913,4.210869565,5.623043478,1.094782609,0.336521739,0.48173913,0.413043478,2.645652174,0.236956522,1.173913043,1.754782609,0.066086957,0.044347826,0.055217391,0.391304348,1.50173913,0.162608696,0.216956522,0.030869565,0.10826087,0.255652174,0.093043478,0.976521739,1.077391304,0.903913043,0.029565217,0,1.27126
"38",437,0.3733498025,0.0877470355,0.201235178,0.0219565215,0.755029644,0.9798418975,0.78534585,5.7017885375,4.6669268775,0.396195652,0.561264822,0.0035573125,0.0101383395,0.017509881,0.051027668,0.52784585,0.6836166005,0.124604743,0.14062253,0.222381423,0.7282905135,0.3311264825,0.452450593,0.1929150195,4.2913438735,5.717203557,1.1073913045,0.3348517785,0.492687747,0.4237944665,2.709416996,0.2412055335,1.194683794,1.79284585,0.065088933,0.045583004,0.0560177865,0.389743083,1.545187747,0.1590316205,0.211887352,0.0288438735,0.1045849805,0.2500988145,0.090612648,1.001215415,1.100286561,0.929001976,0.0288735175,0,1.282745
"39",438,0.364090909,0.086363636,0.196818182,0.02,0.771363636,1.012727273,0.795909091,5.832272727,4.788636364,0.395,0.568181818,0.003636364,0.006363636,0.015454545,0.047272727,0.530909091,0.696363636,0.121818182,0.138636364,0.229545455,0.741363636,0.341818182,0.462727273,0.194090909,4.371818182,5.811363636,1.12,0.333181818,0.503636364,0.434545455,2.773181818,0.245454545,1.215454545,1.830909091,0.064090909,0.046818182,0.056818182,0.388181818,1.588636364,0.155454545,0.206818182,0.026818182,0.100909091,0.244545455,0.088181818,1.025909091,1.123181818,0.954090909,0.028181818,0,1.29423
"40",439,0.3561758895,0.083181818,0.1931916995,0.017173913,0.796333992,1.0522332015,0.809693676,5.973092885,4.919318182,0.395326087,0.5786561265,0.0022529645,0.00187747,0.012944664,0.0442885375,0.538063241,0.7129644265,0.1198221345,0.137144269,0.23520751,0.756986166,0.3533003955,0.4750592885,0.196610672,4.4589525695,5.9087252965,1.1330434785,0.332460474,0.516818182,0.448359684,2.8418083005,0.250770751,1.240335968,1.875019763,0.0642193675,0.04993083,0.0573221345,0.38756917,1.642144269,0.150988142,0.2031916995,0.024061265,0.099367589,0.241837945,0.085612648,1.05534585,1.148764822,0.985088933,0.0264822135,0,1.320525
"41",440,0.34826087,0.08,0.189565217,0.014347826,0.821304348,1.09173913,0.823478261,6.113913043,5.05,0.395652174,0.589130435,0.000869565,0,0.010434783,0.041304348,0.545217391,0.729565217,0.117826087,0.135652174,0.240869565,0.772608696,0.364782609,0.487391304,0.199130435,4.546086957,6.006086957,1.146086957,0.33173913,0.53,0.462173913,2.910434783,0.256086957,1.265217391,1.919130435,0.064347826,0.053043478,0.057826087,0.386956522,1.695652174,0.146521739,0.199565217,0.021304348,0.097826087,0.239130435,0.083043478,1.084782609,1.174347826,1.016086957,0.024782609,0,1.34682
"42",441,0.33826087,0.0773913045,0.1834782605,0.0119565215,0.850652174,1.1363043475,0.8358695655,6.2726086955,5.196521739,0.395652174,0.601956522,0.000217391,0,0.01,0.040652174,0.553043478,0.7454347825,0.115869565,0.135652174,0.2482608695,0.7882608695,0.3752173915,0.5,0.2002173915,4.643478261,6.096086957,1.154782609,0.330217391,0.5447826085,0.4767391305,2.985652174,0.2630434785,1.2954347825,1.969130435,0.0652173915,0.0554347825,0.0576086955,0.385652174,1.7582608695,0.1417391305,0.194565217,0.019130435,0.095652174,0.2332608695,0.078695652,1.117608696,1.203478261,1.05326087,0.023478261,0,1.347515
"43",442,0.32826087,0.074782609,0.177391304,0.009565217,0.88,1.180869565,0.84826087,6.431304348,5.343043478,0.395652174,0.614782609,0,0,0.009565217,0.04,0.560869565,0.761304348,0.113913043,0.135652174,0.255652174,0.803913043,0.385652174,0.512608696,0.201304348,4.740869565,6.186086957,1.163478261,0.328695652,0.559565217,0.491304348,3.060869565,0.27,1.325652174,2.019130435,0.066086957,0.057826087,0.057391304,0.384347826,1.820869565,0.136956522,0.189565217,0.016956522,0.093478261,0.227391304,0.074347826,1.150434783,1.232608696,1.090434783,0.022173913,0,1.34821
"44",443,0.323478261,0.0739130435,0.1747826085,0.0084782605,0.905869565,1.2169565215,0.8608695655,6.5536956525,5.457391304,0.3973913045,0.627826087,0,0,0.01,0.041304348,0.568695652,0.7758695655,0.1128260865,0.1373913045,0.2632608695,0.8156521735,0.3932608695,0.5230434785,0.2023913045,4.818695652,6.264130435,1.172826087,0.3297826085,0.571521739,0.504782609,3.1226086955,0.275869565,1.3495652175,2.06,0.0667391305,0.0582608695,0.056521739,0.386304348,1.875,0.134130435,0.1876086955,0.0165217395,0.0902173915,0.2226086955,0.0717391305,1.1780434785,1.2567391305,1.12326087,0.0226086955,0,1.381385
